idDimOtherData,calories,avg_heart_rate_element,vrsta_sporta
1139,6,117.0,Biking
1140,5,117.0,Biking
1141,177,121.0,Biking
1142,279,115.0,Biking
1143,31,125.0,Biking
1144,20,138.0,Biking
1145,222,138.0,Biking
1146,322,109.0,Biking
1147,1119,129.0,Biking
1148,536,121.0,Biking
1149,203,,Biking
1150,231,102.0,Biking
1151,924,167.0,Biking
1152,699,115.0,Biking
1153,1120,116.0,Biking
1154,580,130.0,Biking
1155,15,111.0,Biking
1156,263,128.0,Biking
1157,299,,Biking
1158,15,112.0,Biking
1159,136,184.0,Biking
1160,130,118.0,Biking
1161,632,162.0,Biking
1162,14,103.0,Biking
1163,36,150.0,Biking
1164,654,146.0,Biking
1165,161,170.0,Biking
1166,164,171.0,Biking
1167,24,125.0,Biking
1168,161,172.0,Biking
1169,106,124.0,Biking
1170,19,185.0,Biking
1171,198,114.0,Biking
1172,631,121.0,Biking
1173,1005,110.0,Biking
1174,496,131.0,Biking
1175,637,,Biking
1176,448,139.0,Biking
1177,520,128.0,Biking
1178,932,125.0,Biking
1179,601,115.0,Biking
1180,1425,135.0,Biking
1181,314,103.0,Biking
1182,1694,101.0,Biking
1183,1205,119.0,Biking
1184,1041,135.0,Biking
1185,273,117.0,Biking
1186,51,128.0,Biking
1187,50,131.0,Biking
1188,47,130.0,Biking
1189,48,135.0,Biking
1190,43,133.0,Biking
1191,31,151.0,Biking
1192,5,106.0,Biking
1193,40,130.0,Biking
1194,67,122.0,Biking
1195,1379,120.0,Biking
1196,1248,130.0,Biking
1197,654,125.0,Biking
1198,419,148.0,Biking
1199,1083,120.0,Biking
1200,290,129.0,Biking
1201,636,123.0,Biking
1202,861,111.0,Biking
1203,1668,161.0,Biking
1204,340,100.0,Biking
1205,52,102.0,Biking
1206,67,106.0,Biking
1207,101,107.0,Biking
1208,47,98.0,Biking
1209,38,94.0,Biking
1210,53,99.0,Biking
1211,3134,137.0,Biking
1212,282,147.0,Biking
1213,953,127.0,Biking
1214,359,103.0,Biking
1215,1529,,Biking
1216,668,115.0,Biking
1217,698,125.0,Biking
1218,346,120.0,Biking
1219,2445,155.0,Biking
1220,1366,120.0,Biking
1221,396,139.0,Biking
1222,158,101.0,Biking
1223,0,80.0,Biking
1224,551,106.0,Biking
1225,568,118.0,Biking
1226,478,137.0,Biking
1227,15,151.0,Biking
1228,115,177.0,Biking
1229,110,172.0,Biking
1230,110,170.0,Biking
1231,1058,112.0,Biking
1232,754,140.0,Biking
1233,22,158.0,Biking
1234,50,128.0,Biking
1235,52,137.0,Biking
1236,26,171.0,Biking
1237,26,129.0,Biking
1238,30,170.0,Biking
1239,329,116.0,Biking
1240,463,119.0,Biking
1241,3156,161.0,Biking
1242,766,114.0,Biking
1243,421,126.0,Biking
1244,226,168.0,Biking
1245,222,171.0,Biking
1246,66,120.0,Biking
1247,222,170.0,Biking
1248,226,172.0,Biking
1249,203,124.0,Biking
1250,1240,117.0,Biking
1251,1184,119.0,Biking
1252,1594,144.0,Biking
1253,790,127.0,Biking
1254,736,116.0,Biking
1255,1275,170.0,Biking
1256,1137,118.0,Biking
1257,177,110.0,Biking
1258,1682,114.0,Biking
1259,252,128.0,Biking
1260,824,153.0,Biking
1261,398,143.0,Biking
1262,16,108.0,Biking
1263,15,108.0,Biking
1264,532,140.0,Biking
1265,368,149.0,Biking
1266,25,108.0,Biking
1267,331,148.0,Biking
1268,114,110.0,Biking
1269,350,121.0,Biking
1270,210,111.0,Biking
1271,2915,163.0,Biking
1272,330,134.0,Biking
1273,441,128.0,Biking
1274,1529,170.0,Biking
1275,298,,Biking
1276,142,106.0,Biking
1277,217,115.0,Biking
1278,1064,132.0,Biking
1279,591,111.0,Biking
1280,240,143.0,Biking
1281,583,136.0,Biking
1282,783,177.0,Biking
1283,885,131.0,Biking
1284,1678,105.0,Biking
1285,1031,144.0,Biking
1286,131,129.0,Biking
1287,63,111.0,Biking
1288,1968,128.0,Biking
1289,191,106.0,Biking
1290,753,129.0,Biking
1291,390,136.0,Biking
1292,1009,114.0,Biking
1293,3200,147.0,Biking
1294,414,115.0,Biking
1295,564,162.0,Biking
1296,304,120.0,Biking
1297,352,162.0,Biking
1298,617,134.0,Biking
1299,127,132.0,Biking
1300,252,172.0,Biking
1301,236,168.0,Biking
1302,222,167.0,Biking
1303,1396,124.0,Biking
1304,389,131.0,Biking
1305,174,123.0,Biking
1306,314,122.0,Biking
1307,84,112.0,Biking
1308,1045,116.0,Biking
1309,1312,128.0,Biking
1310,557,103.0,Biking
1311,63,119.0,Biking
1312,82,142.0,Biking
1313,67,149.0,Biking
1314,57,151.0,Biking
1315,73,165.0,Biking
1316,1566,147.0,Biking
1317,526,119.0,Biking
1318,1024,132.0,Biking
1319,372,,Biking
1320,680,124.0,Biking
1321,21,164.0,Biking
1322,21,172.0,Biking
1323,57,156.0,Biking
1324,57,160.0,Biking
1325,314,112.0,Biking
1326,868,104.0,Biking
1327,2777,,Biking
1328,1250,134.0,Biking
1329,622,127.0,Biking
1330,2443,123.0,Biking
1331,133,109.0,Biking
1332,810,133.0,Biking
1333,468,125.0,Biking
1334,663,184.0,Biking
1335,2000,130.0,Biking
1336,2119,144.0,Biking
1337,131,177.0,Biking
1338,382,105.0,Biking
1339,580,104.0,Biking
1340,353,109.0,Biking
1341,758,131.0,Biking
1342,236,174.0,Biking
1343,246,174.0,Biking
1344,242,173.0,Biking
1345,210,166.0,Biking
1346,201,166.0,Biking
1347,119,118.0,Biking
1348,678,121.0,Biking
1349,368,143.0,Biking
1350,1163,133.0,Biking
1351,2021,130.0,Biking
1352,541,117.0,Biking
1353,158,138.0,Biking
1354,1003,146.0,Biking
1355,1359,138.0,Biking
1356,314,139.0,Biking
1357,410,119.0,Biking
1358,478,124.0,Biking
1359,493,112.0,Biking
1360,256,122.0,Biking
1361,47,94.0,Biking
1362,736,122.0,Biking
1363,982,125.0,Biking
1364,936,131.0,Biking
1365,1996,124.0,Biking
1366,390,120.0,Biking
1367,179,175.0,Biking
1368,1143,177.0,Biking
1369,658,138.0,Biking
1370,751,113.0,Biking
1371,1989,137.0,Biking
1372,1599,136.0,Biking
1373,395,132.0,Biking
1374,1030,117.0,Biking
1375,1061,137.0,Biking
1376,924,142.0,Biking
1377,1520,135.0,Biking
1378,380,,Biking
1379,624,119.0,Biking
1380,314,117.0,Biking
1381,357,130.0,Biking
1382,689,117.0,Biking
1383,647,126.0,Biking
1384,662,125.0,Biking
1385,66,,Biking
1386,1526,116.0,Biking
1387,1535,146.0,Biking
1388,90,116.0,Biking
1389,82,122.0,Biking
1390,117,171.0,Biking
1391,222,182.0,Biking
1392,0,171.0,Biking
1393,229,178.0,Biking
1394,215,177.0,Biking
1395,1299,125.0,Biking
1396,1358,174.0,Biking
1397,0,,Biking
1398,722,166.0,Biking
1399,45,108.0,Biking
1400,752,165.0,Biking
1401,98,116.0,Biking
1402,453,113.0,Biking
1403,1038,140.0,Biking
1404,636,114.0,Biking
1405,1745,138.0,Biking
1406,2111,138.0,Biking
1407,705,176.0,Biking
1408,1336,129.0,Biking
1409,526,117.0,Biking
1410,426,112.0,Biking
1411,1774,157.0,Biking
1412,1685,134.0,Biking
1413,0,,Biking
1414,217,161.0,Biking
1415,246,160.0,Biking
1416,245,160.0,Biking
1417,0,137.0,Biking
1418,91,131.0,Biking
1419,84,129.0,Biking
1420,106,147.0,Biking
1421,78,157.0,Biking
1422,52,131.0,Biking
1423,42,138.0,Biking
1424,52,143.0,Biking
1425,98,149.0,Biking
1426,84,128.0,Biking
1427,114,144.0,Biking
1428,17,111.0,Biking
1429,27,116.0,Biking
1430,22,119.0,Biking
1431,1029,131.0,Biking
1432,951,144.0,Biking
1433,3180,147.0,Biking
1434,1341,130.0,Biking
1435,1093,135.0,Biking
1436,1952,133.0,Biking
1437,974,122.0,Biking
1438,942,122.0,Biking
1439,135,114.0,Biking
1440,351,135.0,Biking
1441,335,135.0,Biking
1442,726,,Biking
1443,1224,143.0,Biking
1444,410,182.0,Biking
1445,0,,Biking
1446,278,119.0,Biking
1447,554,117.0,Biking
1448,730,107.0,Biking
1449,398,122.0,Biking
1450,561,155.0,Biking
1451,184,119.0,Biking
1452,253,100.0,Biking
1453,1769,130.0,Biking
1454,17,166.0,Biking
1455,198,179.0,Biking
1456,17,168.0,Biking
1457,16,170.0,Biking
1458,191,176.0,Biking
1459,187,176.0,Biking
1460,15,169.0,Biking
1461,1172,118.0,Biking
1462,784,128.0,Biking
1463,1069,132.0,Biking
1464,385,112.0,Biking
1465,825,133.0,Biking
1466,158,94.0,Biking
1467,1652,134.0,Biking
1468,140,97.0,Biking
1469,1706,139.0,Biking
1470,989,151.0,Biking
1471,110,109.0,Biking
1472,363,143.0,Biking
1473,287,130.0,Biking
1474,627,124.0,Biking
1475,936,122.0,Biking
1476,193,142.0,Biking
1477,52,110.0,Biking
1478,261,147.0,Biking
1479,48,112.0,Biking
1480,1254,111.0,Biking
1481,977,174.0,Biking
1482,236,127.0,Biking
1483,309,126.0,Biking
1484,47,125.0,Biking
1485,2678,158.0,Biking
1486,169,157.0,Biking
1487,1163,129.0,Biking
1488,1863,122.0,Biking
1489,512,112.0,Biking
1490,730,138.0,Biking
1491,891,134.0,Biking
1492,931,175.0,Biking
1493,53,105.0,Biking
1494,1319,123.0,Biking
1495,274,175.0,Biking
1496,258,171.0,Biking
1497,190,168.0,Biking
1498,57,167.0,Biking
1499,47,160.0,Biking
1500,263,124.0,Biking
1501,785,138.0,Biking
1502,398,136.0,Biking
1503,12,165.0,Biking
1504,52,108.0,Biking
1505,310,123.0,Biking
1506,2073,138.0,Biking
1507,599,129.0,Biking
1508,642,120.0,Biking
1509,720,138.0,Biking
1510,833,112.0,Biking
1511,2609,155.0,Biking
1512,326,126.0,Biking
1513,299,137.0,Biking
1514,3266,140.0,Biking
1515,921,127.0,Biking
1516,2243,128.0,Biking
1517,399,124.0,Biking
1518,94,181.0,Biking
1519,94,180.0,Biking
1520,4,163.0,Biking
1521,2158,139.0,Biking
1522,278,86.0,Biking
1523,89,111.0,Biking
1524,136,112.0,Biking
1525,121,174.0,Biking
1526,312,129.0,Biking
1527,495,111.0,Biking
1528,194,108.0,Biking
1529,2050,126.0,Biking
1530,645,125.0,Biking
1531,584,126.0,Biking
1532,89,118.0,Biking
1533,110,134.0,Biking
1534,108,122.0,Biking
1535,1193,157.0,Biking
1536,445,136.0,Biking
1537,547,125.0,Biking
1538,231,161.0,Biking
1539,20,109.0,Biking
1540,200,164.0,Biking
1541,568,126.0,Biking
1542,493,134.0,Biking
1543,154,133.0,Biking
1544,91,148.0,Biking
1545,93,169.0,Biking
1546,257,120.0,Biking
1547,2068,143.0,Biking
1548,1543,144.0,Biking
1549,241,122.0,Biking
1550,296,125.0,Biking
1551,364,133.0,Biking
1552,137,128.0,Biking
1553,173,161.0,Biking
1554,104,118.0,Biking
1555,568,131.0,Biking
1556,170,122.0,Biking
1557,1389,119.0,Biking
1558,173,163.0,Biking
1559,131,161.0,Biking
1560,1383,136.0,Biking
1561,2394,134.0,Biking
1562,268,101.0,Biking
1563,1332,143.0,Biking
1564,858,181.0,Biking
1565,1089,158.0,Biking
1566,936,123.0,Biking
1567,366,123.0,Biking
1568,5,121.0,Biking
1569,4,118.0,Biking
1570,1,114.0,Biking
1571,6,120.0,Biking
1572,577,130.0,Biking
1573,1073,125.0,Biking
1574,1492,138.0,Biking
1575,484,137.0,Biking
1576,424,125.0,Biking
1577,47,109.0,Biking
1578,203,162.0,Biking
1579,432,128.0,Biking
1580,2103,133.0,Biking
1581,264,170.0,Biking
1582,264,168.0,Biking
1583,11,124.0,Biking
1584,9,130.0,Biking
1585,1,152.0,Biking
1586,257,165.0,Biking
1587,29,133.0,Biking
1588,199,166.0,Biking
1589,184,127.0,Biking
1590,1294,132.0,Biking
1591,156,107.0,Biking
1592,756,115.0,Biking
1593,274,135.0,Biking
1594,56,,Biking
1595,3715,144.0,Biking
1596,58,112.0,Biking
1597,98,160.0,Biking
1598,468,150.0,Biking
1599,1014,129.0,Biking
1600,251,168.0,Biking
1601,227,173.0,Biking
1602,16,163.0,Biking
1603,311,137.0,Biking
1604,227,116.0,Biking
1605,142,115.0,Biking
1606,174,133.0,Biking
1607,687,128.0,Biking
1608,647,121.0,Biking
1609,6,109.0,Biking
1610,6,113.0,Biking
1611,1040,127.0,Biking
1612,715,176.0,Biking
1613,450,117.0,Biking
1614,2510,168.0,Biking
1615,1943,129.0,Biking
1616,521,82.0,Biking
1617,671,123.0,Biking
1618,674,127.0,Biking
1619,336,171.0,Biking
1620,151,122.0,Biking
1621,501,127.0,Biking
1622,799,118.0,Biking
1623,1175,123.0,Biking
1624,1110,126.0,Biking
1625,1310,124.0,Biking
1626,659,,Biking
1627,373,131.0,Biking
1628,926,134.0,Biking
1629,815,109.0,Biking
1630,940,129.0,Biking
1631,858,114.0,Biking
1632,985,119.0,Biking
1633,799,123.0,Biking
1634,404,117.0,Biking
1635,211,164.0,Biking
1636,936,126.0,Biking
1637,256,117.0,Biking
1638,646,127.0,Biking
1639,25,122.0,Biking
1640,69,127.0,Biking
1641,861,133.0,Biking
1642,1308,119.0,Biking
1643,679,135.0,Biking
1644,305,141.0,Biking
1645,1578,175.0,Biking
1646,474,,Biking
1647,773,129.0,Biking
1648,484,132.0,Biking
1649,421,129.0,Biking
1650,22,125.0,Biking
1651,1596,134.0,Biking
1652,142,89.0,Biking
1653,288,149.0,Biking
1654,277,169.0,Biking
1655,204,120.0,Biking
1656,363,113.0,Biking
1657,505,,Biking
1658,491,122.0,Biking
1659,668,122.0,Biking
1660,1911,125.0,Biking
1661,1119,124.0,Biking
1662,569,124.0,Biking
1663,31,109.0,Biking
1664,63,136.0,Biking
1665,236,168.0,Biking
1666,643,140.0,Biking
1667,516,178.0,Biking
1668,1809,131.0,Biking
1669,957,124.0,Biking
1670,566,124.0,Biking
1671,324,107.0,Biking
1672,325,166.0,Biking
1673,36,116.0,Biking
1674,320,167.0,Biking
1675,763,118.0,Biking
1676,1031,133.0,Biking
1677,903,119.0,Biking
1678,178,110.0,Biking
1679,1554,138.0,Biking
1680,1500,119.0,Biking
1681,1745,144.0,Biking
1682,983,134.0,Biking
1683,758,176.0,Biking
1684,398,115.0,Biking
1685,320,127.0,Biking
1686,53,154.0,Biking
1687,364,,Biking
1688,222,164.0,Biking
1689,50,124.0,Biking
1690,219,163.0,Biking
1691,19,109.0,Biking
1692,330,136.0,Biking
1693,1814,131.0,Biking
1694,568,112.0,Biking
1695,1640,142.0,Biking
1696,3314,139.0,Biking
1697,585,117.0,Biking
1698,1338,138.0,Biking
1699,367,137.0,Biking
1700,705,124.0,Biking
1701,259,128.0,Biking
1702,980,137.0,Biking
1703,159,127.0,Biking
1704,1368,144.0,Biking
1705,1224,136.0,Biking
1706,368,171.0,Biking
1707,684,131.0,Biking
1708,1447,142.0,Biking
1709,524,128.0,Biking
1710,622,129.0,Biking
1711,1250,143.0,Biking
1712,2089,126.0,Biking
1713,1478,,Biking
1714,1320,,Biking
1715,699,155.0,Biking
1716,184,100.0,Biking
1717,191,177.0,Biking
1718,162,108.0,Biking
1719,136,178.0,Biking
1720,747,121.0,Biking
1721,194,111.0,Biking
1722,215,113.0,Biking
1723,452,114.0,Biking
1724,3210,122.0,Biking
1725,741,126.0,Biking
1726,1873,131.0,Biking
1727,990,118.0,Biking
1728,301,127.0,Biking
1729,236,119.0,Biking
1730,21,116.0,Biking
1731,22,121.0,Biking
1732,1089,129.0,Biking
1733,2401,129.0,Biking
1734,699,118.0,Biking
1735,375,107.0,Biking
1736,351,119.0,Biking
1737,2354,163.0,Biking
1738,1958,143.0,Biking
1739,510,115.0,Biking
1740,1580,172.0,Biking
1741,2205,142.0,Biking
1742,2727,162.0,Biking
1743,683,160.0,Biking
1744,4,,Biking
1745,36,,Biking
1746,589,,Biking
1747,199,107.0,Biking
1748,1883,150.0,Biking
1749,138,181.0,Biking
1750,48,142.0,Biking
1751,159,183.0,Biking
1752,319,128.0,Biking
1753,263,115.0,Biking
1754,122,120.0,Biking
1755,317,110.0,Biking
1756,2075,129.0,Biking
1757,1056,145.0,Biking
1758,29,113.0,Biking
1759,375,167.0,Biking
1760,354,168.0,Biking
1761,316,161.0,Biking
1762,233,155.0,Biking
1763,1029,141.0,Biking
1764,430,120.0,Biking
1765,295,118.0,Biking
1766,214,98.0,Biking
1767,1753,116.0,Biking
1768,1303,130.0,Biking
1769,306,110.0,Biking
1770,900,114.0,Biking
1771,3145,,Biking
1772,277,96.0,Biking
1773,233,118.0,Biking
1774,633,117.0,Biking
1775,314,110.0,Biking
1776,1994,120.0,Biking
1777,1068,134.0,Biking
1778,169,106.0,Biking
1779,252,176.0,Biking
1780,262,178.0,Biking
1781,258,176.0,Biking
1782,252,175.0,Biking
1783,298,120.0,Biking
1784,284,131.0,Biking
1785,1346,123.0,Biking
1786,727,178.0,Biking
1787,2175,134.0,Biking
1788,721,105.0,Biking
1789,457,121.0,Biking
1790,503,117.0,Biking
1791,47,116.0,Biking
1792,21,109.0,Biking
1793,942,111.0,Biking
1794,1195,153.0,Biking
1795,319,125.0,Biking
1796,22,,Biking
1797,101,111.0,Biking
1798,415,129.0,Biking
1799,1345,132.0,Biking
1800,905,121.0,Biking
1801,1206,122.0,Biking
1802,1719,173.0,Biking
1803,2717,133.0,Biking
1804,901,138.0,Biking
1805,46,121.0,Biking
1806,584,146.0,Biking
1807,699,100.0,Biking
1808,654,127.0,Biking
1809,588,127.0,Biking
1810,405,134.0,Biking
1811,373,110.0,Biking
1812,1861,,Biking
1813,164,101.0,Biking
1814,253,128.0,Biking
1815,236,133.0,Biking
1816,0,117.0,Biking
1817,142,115.0,Biking
1818,678,171.0,Biking
1819,1177,135.0,Biking
1820,1868,130.0,Biking
1821,485,86.0,Biking
1822,1325,130.0,Biking
1823,394,121.0,Biking
1824,491,154.0,Biking
1825,205,126.0,Biking
1826,456,150.0,Biking
1827,277,136.0,Biking
1828,431,120.0,Biking
1829,2942,161.0,Biking
1830,1303,113.0,Biking
1831,1284,126.0,Biking
1832,659,132.0,Biking
1833,357,122.0,Biking
1834,615,135.0,Biking
1835,796,127.0,Biking
1836,554,129.0,Biking
1837,995,129.0,Biking
1838,927,137.0,Biking
1839,673,119.0,Biking
1840,230,121.0,Biking
1841,215,166.0,Biking
1842,1,107.0,Biking
1843,22,114.0,Biking
1844,350,140.0,Biking
1845,778,115.0,Biking
1846,291,119.0,Biking
1847,752,122.0,Biking
1848,331,106.0,Biking
1849,321,132.0,Biking
1850,45,109.0,Biking
1851,20,107.0,Biking
1852,22,112.0,Biking
1853,138,114.0,Biking
1854,1388,170.0,Biking
1855,1068,119.0,Biking
1856,110,,Biking
1857,30,148.0,Biking
1858,31,158.0,Biking
1859,32,136.0,Biking
1860,31,159.0,Biking
1861,77,124.0,Biking
1862,425,116.0,Biking
1863,1347,127.0,Biking
1864,589,127.0,Biking
1865,887,175.0,Biking
1866,30,120.0,Biking
1867,884,165.0,Biking
1868,500,121.0,Biking
1869,3994,146.0,Biking
1870,1163,122.0,Biking
1871,1248,166.0,Biking
1872,384,115.0,Biking
1873,50,162.0,Biking
1874,40,169.0,Biking
1875,301,126.0,Biking
1876,654,,Biking
1877,1231,129.0,Biking
1878,127,95.0,Biking
1879,96,113.0,Biking
1880,627,126.0,Biking
1881,548,117.0,Biking
1882,2161,113.0,Biking
1883,647,125.0,Biking
1884,1822,130.0,Biking
1885,299,112.0,Biking
1886,733,123.0,Biking
1887,771,128.0,Biking
1888,1220,162.0,Biking
1889,536,149.0,Biking
1890,510,126.0,Biking
1891,8,113.0,Biking
1892,515,139.0,Biking
1893,116,106.0,Biking
1894,1594,143.0,Biking
1895,1263,121.0,Biking
1896,780,139.0,Biking
1897,222,105.0,Biking
1898,182,163.0,Biking
1899,351,116.0,Biking
1900,1443,128.0,Biking
1901,374,,Biking
1902,309,109.0,Biking
1903,622,124.0,Biking
1904,4135,156.0,Biking
1905,1124,128.0,Biking
1906,940,152.0,Biking
1907,221,164.0,Biking
1908,472,136.0,Biking
1909,399,121.0,Biking
1910,273,127.0,Biking
1911,114,166.0,Biking
1912,300,109.0,Biking
1913,1137,118.0,Biking
1914,147,183.0,Biking
1915,410,128.0,Biking
1916,1299,122.0,Biking
1917,167,176.0,Biking
1918,1275,142.0,Biking
1919,699,152.0,Biking
1920,838,125.0,Biking
1921,375,127.0,Biking
1922,1115,141.0,Biking
1923,1026,134.0,Biking
1924,152,175.0,Biking
1925,274,123.0,Biking
1926,620,134.0,Biking
1927,994,124.0,Biking
1928,1792,144.0,Biking
1929,985,121.0,Biking
1930,200,116.0,Biking
1931,842,180.0,Biking
1932,948,126.0,Biking
1933,1857,111.0,Biking
1934,43,144.0,Biking
1935,3,147.0,Biking
1936,38,136.0,Biking
1937,2122,137.0,Biking
1938,1427,121.0,Biking
1939,1036,141.0,Biking
1940,796,139.0,Biking
1941,956,146.0,Biking
1942,815,138.0,Biking
1943,837,174.0,Biking
1944,1478,119.0,Biking
1945,1263,134.0,Biking
1946,336,119.0,Biking
1947,1964,171.0,Biking
1948,505,127.0,Biking
1949,380,136.0,Biking
1950,1017,119.0,Biking
1951,1251,115.0,Biking
1952,1954,,Biking
1953,324,112.0,Biking
1954,251,125.0,Biking
1955,356,102.0,Biking
1956,887,123.0,Biking
1957,915,132.0,Biking
1958,1268,117.0,Biking
1959,1417,146.0,Biking
1960,194,185.0,Biking
1961,1047,147.0,Biking
1962,377,111.0,Biking
1963,212,138.0,Biking
1964,199,175.0,Biking
1965,668,120.0,Biking
1966,501,171.0,Biking
1967,495,172.0,Biking
1968,142,110.0,Biking
1969,1168,175.0,Biking
1970,227,127.0,Biking
1971,199,123.0,Biking
1972,535,131.0,Biking
1973,94,169.0,Biking
1974,427,121.0,Biking
1975,931,126.0,Biking
1976,63,111.0,Biking
1977,554,138.0,Biking
1978,2037,117.0,Biking
1979,384,,Biking
1980,584,119.0,Biking
1981,16,129.0,Biking
1982,17,148.0,Biking
1983,15,144.0,Biking
1984,110,110.0,Biking
1985,473,131.0,Biking
1986,426,113.0,Biking
1987,111,109.0,Biking
1988,764,118.0,Biking
1989,1321,151.0,Biking
1990,1789,133.0,Biking
1991,998,121.0,Biking
1992,0,69.0,Biking
1993,336,107.0,Biking
1994,441,167.0,Biking
1995,491,118.0,Biking
1996,2289,,Biking
1997,2168,127.0,Biking
1998,989,136.0,Biking
1999,351,120.0,Biking
2000,361,106.0,Biking
2001,763,112.0,Biking
2002,699,175.0,Biking
2003,1885,136.0,Biking
2004,233,113.0,Biking
2005,979,123.0,Biking
2006,579,126.0,Biking
2007,661,126.0,Biking
2008,901,131.0,Biking
2009,947,142.0,Biking
2010,104,100.0,Biking
2011,185,112.0,Biking
2012,215,113.0,Biking
2013,446,136.0,Biking
2014,354,116.0,Biking
2015,270,173.0,Biking
2016,277,177.0,Biking
2017,266,172.0,Biking
2018,420,105.0,Biking
2019,1174,131.0,Biking
2020,201,127.0,Biking
2021,804,115.0,Biking
2022,783,131.0,Biking
2023,1037,132.0,Biking
2024,482,126.0,Biking
2025,1841,148.0,Biking
2026,1135,138.0,Biking
2027,17,164.0,Biking
2028,752,121.0,Biking
2029,787,137.0,Biking
2030,161,133.0,Biking
2031,1441,128.0,Biking
2032,1516,129.0,Biking
2033,208,175.0,Biking
2034,233,179.0,Biking
2035,289,133.0,Biking
2036,417,106.0,Biking
2037,399,108.0,Biking
2038,263,116.0,Biking
2039,2194,153.0,Biking
2040,178,,Biking
2041,216,130.0,Biking
2042,1231,132.0,Biking
2043,443,106.0,Biking
2044,930,134.0,Biking
2045,1027,138.0,Biking
2046,1157,129.0,Biking
2047,654,109.0,Biking
2048,0,,Biking
2049,782,136.0,Biking
2050,573,114.0,Biking
2051,2564,122.0,Biking
2052,1184,141.0,Biking
2053,199,102.0,Biking
2054,496,111.0,Biking
2055,633,92.0,Biking
2056,904,125.0,Biking
2057,673,128.0,Biking
2058,979,124.0,Biking
2059,294,125.0,Biking
2060,24,108.0,Biking
2061,205,119.0,Biking
2062,325,117.0,Biking
2063,47,150.0,Biking
2064,4,120.0,Biking
2065,43,145.0,Biking
2066,50,151.0,Biking
2067,283,123.0,Biking
2068,1989,133.0,Biking
2069,901,130.0,Biking
2070,257,157.0,Biking
2071,515,124.0,Biking
2072,412,128.0,Biking
2073,1422,135.0,Biking
2074,564,137.0,Biking
2075,105,143.0,Biking
2076,378,142.0,Biking
2077,1231,131.0,Biking
2078,4006,134.0,Biking
2079,283,118.0,Biking
2080,985,121.0,Biking
2081,1590,124.0,Biking
2082,919,131.0,Biking
2083,793,106.0,Biking
2084,298,123.0,Biking
2085,2037,120.0,Biking
2086,704,131.0,Biking
2087,275,115.0,Biking
2088,2426,134.0,Biking
2089,1303,122.0,Biking
2090,269,110.0,Biking
2091,742,124.0,Biking
2092,917,149.0,Biking
2093,847,129.0,Biking
2094,487,108.0,Biking
2095,105,120.0,Biking
2096,131,123.0,Biking
2097,1642,173.0,Biking
2098,393,177.0,Biking
2099,1411,145.0,Biking
2100,1088,107.0,Biking
2101,287,125.0,Biking
2102,436,113.0,Biking
2103,3,120.0,Biking
2104,1,108.0,Biking
2105,558,133.0,Biking
2106,3429,136.0,Biking
2107,801,133.0,Biking
2108,356,126.0,Biking
2109,475,131.0,Biking
2110,552,140.0,Biking
2111,768,177.0,Biking
2112,554,129.0,Biking
2113,521,127.0,Biking
2114,17,115.0,Biking
2115,414,126.0,Biking
2116,1493,127.0,Biking
2117,475,134.0,Biking
2118,187,157.0,Biking
2119,747,175.0,Biking
2120,969,137.0,Biking
2121,1440,169.0,Biking
2122,1020,133.0,Biking
2123,540,122.0,Biking
2124,2083,145.0,Biking
2125,306,112.0,Biking
2126,291,122.0,Biking
2127,19,135.0,Biking
2128,300,124.0,Biking
2129,1438,145.0,Biking
2130,654,107.0,Biking
2131,248,106.0,Biking
2132,470,114.0,Biking
2133,252,116.0,Biking
2134,2359,127.0,Biking
2135,1557,63.0,Biking
2136,170,116.0,Biking
2137,1672,124.0,Biking
2138,891,130.0,Biking
2139,1277,138.0,Biking
2140,1467,129.0,Biking
2141,1325,128.0,Biking
2142,1764,135.0,Biking
2143,451,111.0,Biking
2144,419,116.0,Biking
2145,36,172.0,Biking
2146,761,129.0,Biking
2147,938,139.0,Biking
2148,162,83.0,Biking
2149,521,126.0,Biking
2150,242,127.0,Biking
2151,217,132.0,Biking
2152,464,117.0,Biking
2153,0,166.0,Biking
2154,1247,136.0,Biking
2155,408,116.0,Biking
2156,567,119.0,Biking
2157,631,125.0,Biking
2158,132,123.0,Biking
2159,715,127.0,Biking
2160,1015,142.0,Biking
2161,1857,169.0,Biking
2162,722,178.0,Biking
2163,345,115.0,Biking
2164,252,174.0,Biking
2165,242,173.0,Biking
2166,441,166.0,Biking
2167,45,142.0,Biking
2168,54,140.0,Biking
2169,52,129.0,Biking
2170,738,125.0,Biking
2171,1108,133.0,Biking
2172,888,132.0,Biking
2173,1509,170.0,Biking
2174,2058,157.0,Biking
2175,216,102.0,Biking
2176,1778,,Biking
2177,138,115.0,Biking
2178,310,160.0,Biking
2179,1894,133.0,Biking
2180,377,119.0,Biking
2181,884,111.0,Biking
2182,331,136.0,Biking
2183,135,144.0,Biking
2184,488,132.0,Biking
2185,66,141.0,Biking
2186,352,154.0,Biking
2187,582,117.0,Biking
2188,672,127.0,Biking
2189,205,174.0,Biking
2190,204,182.0,Biking
2191,394,124.0,Biking
2192,552,125.0,Biking
2193,57,116.0,Biking
2194,910,112.0,Biking
2195,77,152.0,Biking
2196,142,115.0,Biking
2197,1717,125.0,Biking
2198,617,131.0,Biking
2199,461,178.0,Biking
2200,8,99.0,Biking
2201,10,102.0,Biking
