idDimOtherData,calories,avg_heart_rate_element,vrsta_sporta
2202,9,103.0,Biking
2203,189,136.0,Biking
2204,1366,116.0,Biking
2205,421,116.0,Biking
2206,2248,143.0,Biking
2207,719,173.0,Biking
2208,130,131.0,Biking
2209,188,126.0,Biking
2210,617,127.0,Biking
2211,511,171.0,Biking
2212,531,170.0,Biking
2213,419,122.0,Biking
2214,758,133.0,Biking
2215,961,132.0,Biking
2216,1109,121.0,Biking
2217,168,122.0,Biking
2218,100,126.0,Biking
2219,64,120.0,Biking
2220,1177,135.0,Biking
2221,1752,142.0,Biking
2222,367,137.0,Biking
2223,1750,141.0,Biking
2224,205,105.0,Biking
2225,1159,136.0,Biking
2226,790,116.0,Biking
2227,962,125.0,Biking
2228,399,124.0,Biking
2229,224,135.0,Biking
2230,299,166.0,Biking
2231,180,134.0,Biking
2232,1204,110.0,Biking
2233,325,112.0,Biking
2234,457,130.0,Biking
2235,651,120.0,Biking
2236,1006,146.0,Biking
2237,142,123.0,Biking
2238,220,112.0,Biking
2239,724,149.0,Biking
2240,1119,120.0,Biking
2241,157,124.0,Biking
2242,3,115.0,Biking
2243,899,133.0,Biking
2244,321,119.0,Biking
2245,31,120.0,Biking
2246,300,178.0,Biking
2247,296,173.0,Biking
2248,288,175.0,Biking
2249,1008,108.0,Biking
2250,1831,130.0,Biking
2251,1495,141.0,Biking
2252,735,130.0,Biking
2253,217,108.0,Biking
2254,206,128.0,Biking
2255,280,117.0,Biking
2256,546,119.0,Biking
2257,496,129.0,Biking
2258,612,124.0,Biking
2259,525,111.0,Biking
2260,1158,124.0,Biking
2261,2580,142.0,Biking
2262,108,147.0,Biking
2263,336,180.0,Biking
2264,315,177.0,Biking
2265,305,172.0,Biking
2266,536,137.0,Biking
2267,641,123.0,Biking
2268,438,109.0,Biking
2269,711,114.0,Biking
2270,1059,134.0,Biking
2271,250,119.0,Biking
2272,909,176.0,Biking
2273,395,122.0,Biking
2274,2308,123.0,Biking
2275,63,117.0,Biking
2276,1054,121.0,Biking
2277,1152,97.0,Biking
2278,1472,109.0,Biking
2279,6388,,Biking
2280,95,169.0,Biking
2281,359,,Biking
2282,698,163.0,Biking
2283,67,112.0,Biking
2284,753,119.0,Biking
2285,515,135.0,Biking
2286,2550,144.0,Biking
2287,231,108.0,Biking
2288,42,165.0,Biking
2289,45,168.0,Biking
2290,48,171.0,Biking
2291,10,170.0,Biking
2292,357,126.0,Biking
2293,1677,127.0,Biking
2294,1984,153.0,Biking
2295,320,122.0,Biking
2296,53,120.0,Biking
2297,768,132.0,Biking
2298,352,124.0,Biking
2299,212,174.0,Biking
2300,2526,153.0,Biking
2301,498,121.0,Biking
2302,617,120.0,Biking
2303,315,122.0,Biking
2304,254,145.0,Biking
2305,294,141.0,Biking
2306,242,121.0,Biking
2307,1557,124.0,Biking
2308,842,173.0,Biking
2309,2661,134.0,Biking
2310,326,118.0,Biking
2311,248,119.0,Biking
2312,798,172.0,Biking
2313,103,115.0,Biking
2314,741,133.0,Biking
2315,177,113.0,Biking
2316,242,121.0,Biking
2317,431,127.0,Biking
2318,1647,127.0,Biking
2319,1710,,Biking
2320,878,182.0,Biking
2321,554,137.0,Biking
2322,40,127.0,Biking
2323,1006,145.0,Biking
2324,170,173.0,Biking
2325,173,173.0,Biking
2326,79,172.0,Biking
2327,57,115.0,Biking
2328,774,141.0,Biking
2329,584,120.0,Biking
2330,542,127.0,Biking
2331,173,,Biking
2332,193,86.0,Biking
2333,1494,173.0,Biking
2334,1232,137.0,Biking
2335,315,132.0,Biking
2336,683,116.0,Biking
2337,1554,142.0,Biking
2338,1189,137.0,Biking
2339,421,169.0,Biking
2340,556,126.0,Biking
2341,168,158.0,Biking
2342,447,122.0,Biking
2343,1531,133.0,Biking
2344,2216,125.0,Biking
2345,1937,128.0,Biking
2346,793,,Biking
2347,493,121.0,Biking
2348,482,139.0,Biking
2349,950,108.0,Biking
2350,190,179.0,Biking
2351,125,106.0,Biking
2352,89,102.0,Biking
2353,84,111.0,Biking
2354,47,101.0,Biking
2355,24,126.0,Biking
2356,436,176.0,Biking
2357,494,126.0,Biking
2358,280,124.0,Biking
2359,340,119.0,Biking
2360,1472,173.0,Biking
2361,598,140.0,Biking
2362,308,133.0,Biking
2363,954,126.0,Biking
2364,84,124.0,Biking
2365,203,116.0,Biking
2366,422,142.0,Biking
2367,650,129.0,Biking
2368,943,113.0,Biking
2369,382,122.0,Biking
2370,819,119.0,Biking
2371,884,123.0,Biking
2372,1263,131.0,Biking
2373,663,113.0,Biking
2374,636,130.0,Biking
2375,480,80.0,Biking
2376,356,126.0,Biking
2377,708,132.0,Biking
2378,321,115.0,Biking
2379,541,130.0,Biking
2380,445,112.0,Biking
2381,9,108.0,Biking
2382,16,172.0,Biking
2383,15,166.0,Biking
2384,310,129.0,Biking
2385,984,132.0,Biking
2386,150,135.0,Biking
2387,252,109.0,Biking
2388,345,141.0,Biking
2389,433,169.0,Biking
2390,1079,141.0,Biking
2391,189,174.0,Biking
2392,520,108.0,Biking
2393,753,175.0,Biking
2394,89,106.0,Biking
2395,435,182.0,Biking
2396,1017,158.0,Biking
2397,135,121.0,Biking
2398,1520,131.0,Biking
2399,433,137.0,Biking
2400,1368,124.0,Biking
2401,933,,Biking
2402,578,117.0,Biking
2403,424,120.0,Biking
2404,1764,126.0,Biking
2405,516,131.0,Biking
2406,36,109.0,Biking
2407,763,118.0,Biking
2408,635,129.0,Biking
2409,566,173.0,Biking
2410,754,141.0,Biking
2411,1026,123.0,Biking
2412,848,117.0,Biking
2413,210,102.0,Biking
2414,1271,137.0,Biking
2415,57,129.0,Biking
2416,1511,120.0,Biking
2417,1063,124.0,Biking
2418,380,124.0,Biking
2419,333,121.0,Biking
2420,2117,145.0,Biking
2421,752,111.0,Biking
2422,1424,136.0,Biking
2423,273,179.0,Biking
2424,288,179.0,Biking
2425,257,171.0,Biking
2426,1290,128.0,Biking
2427,269,121.0,Biking
2428,661,174.0,Biking
2429,294,117.0,Biking
2430,184,133.0,Biking
2431,16,175.0,Biking
2432,1027,125.0,Biking
2433,724,109.0,Biking
2434,1158,113.0,Biking
2435,769,139.0,Biking
2436,132,143.0,Biking
2437,624,131.0,Biking
2438,1020,118.0,Biking
2439,0,134.0,Biking
2440,1952,166.0,Biking
2441,232,126.0,Biking
2442,1047,127.0,Biking
2443,389,113.0,Biking
2444,1192,127.0,Biking
2445,912,142.0,Biking
2446,217,,Biking
2447,117,,Biking
2448,210,148.0,Biking
2449,122,115.0,Biking
2450,1094,147.0,Biking
2451,105,126.0,Biking
2452,115,122.0,Biking
2453,679,130.0,Biking
2454,656,141.0,Biking
2455,2283,111.0,Biking
2456,1110,131.0,Biking
2457,210,125.0,Biking
2458,237,165.0,Biking
2459,242,129.0,Biking
2460,294,134.0,Biking
2461,457,149.0,Biking
2462,354,124.0,Biking
2463,594,118.0,Biking
2464,742,114.0,Biking
2465,405,106.0,Biking
2466,208,106.0,Biking
2467,0,,Biking
2468,377,123.0,Biking
2469,712,164.0,Biking
2470,294,116.0,Biking
2471,93,,Biking
2472,615,126.0,Biking
2473,473,111.0,Biking
2474,3,156.0,Biking
2475,16,146.0,Biking
2476,368,121.0,Biking
2477,462,99.0,Biking
2478,12,107.0,Biking
2479,857,122.0,Biking
2480,257,119.0,Biking
2481,1185,128.0,Biking
2482,112,134.0,Biking
2483,195,148.0,Biking
2484,83,141.0,Biking
2485,15,122.0,Biking
2486,1485,128.0,Biking
2487,594,143.0,Biking
2488,1499,127.0,Biking
2489,1979,123.0,Biking
2490,1682,144.0,Biking
2491,321,129.0,Biking
2492,201,144.0,Biking
2493,483,111.0,Biking
2494,32,107.0,Biking
2495,758,171.0,Biking
2496,929,133.0,Biking
2497,2174,144.0,Biking
2498,1359,116.0,Biking
2499,0,,Biking
2500,1038,149.0,Biking
2501,919,114.0,Biking
2502,1837,133.0,Biking
2503,584,103.0,Biking
2504,57,118.0,Biking
2505,42,123.0,Biking
2506,335,173.0,Biking
2507,46,129.0,Biking
2508,112,140.0,Biking
2509,499,122.0,Biking
2510,571,115.0,Biking
2511,1020,138.0,Biking
2512,1245,127.0,Biking
2513,1057,111.0,Biking
2514,2362,138.0,Biking
2515,1220,142.0,Biking
2516,1095,141.0,Biking
2517,89,116.0,Biking
2518,453,124.0,Biking
2519,314,165.0,Biking
2520,1199,158.0,Biking
2521,731,141.0,Biking
2522,903,128.0,Biking
2523,1826,144.0,Biking
2524,995,169.0,Biking
2525,238,110.0,Biking
2526,1085,119.0,Biking
2527,1989,149.0,Biking
2528,291,123.0,Biking
2529,447,117.0,Biking
2530,547,113.0,Biking
2531,236,129.0,Biking
2532,989,121.0,Biking
2533,950,130.0,Biking
2534,67,168.0,Biking
2535,712,120.0,Biking
2536,768,116.0,Biking
2537,512,131.0,Biking
2538,683,127.0,Biking
2539,436,126.0,Biking
2540,1168,137.0,Biking
2541,2368,135.0,Biking
2542,559,137.0,Biking
2543,740,122.0,Biking
2544,456,132.0,Biking
2545,466,110.0,Biking
2546,1038,119.0,Biking
2547,725,124.0,Biking
2548,616,109.0,Biking
2549,752,127.0,Biking
2550,737,130.0,Biking
2551,210,137.0,Biking
2552,1063,129.0,Biking
2553,426,108.0,Biking
2554,709,123.0,Biking
2555,394,152.0,Biking
2556,369,150.0,Biking
2557,706,132.0,Biking
2558,2499,129.0,Biking
2559,1898,124.0,Biking
2560,194,175.0,Biking
2561,190,175.0,Biking
2562,353,123.0,Biking
2563,1163,152.0,Biking
2564,324,116.0,Biking
2565,36,166.0,Biking
2566,61,130.0,Biking
2567,41,172.0,Biking
2568,42,174.0,Biking
2569,42,173.0,Biking
2570,51,136.0,Biking
2571,42,172.0,Biking
2572,37,176.0,Biking
2573,382,122.0,Biking
2574,411,108.0,Biking
2575,1447,116.0,Biking
2576,595,125.0,Biking
2577,809,,Biking
2578,633,125.0,Biking
2579,62,143.0,Biking
2580,8,120.0,Biking
2581,63,145.0,Biking
2582,5,116.0,Biking
2583,5,120.0,Biking
2584,63,145.0,Biking
2585,106,116.0,Biking
2586,73,152.0,Biking
2587,82,115.0,Biking
2588,72,150.0,Biking
2589,88,117.0,Biking
2590,441,128.0,Biking
2591,335,128.0,Biking
2592,8,136.0,Biking
2593,63,134.0,Biking
2594,29,162.0,Biking
2595,105,124.0,Biking
2596,114,164.0,Biking
2597,125,119.0,Biking
2598,405,166.0,Biking
2599,247,128.0,Biking
2600,375,126.0,Biking
2601,1531,118.0,Biking
2602,1058,120.0,Biking
2603,617,150.0,Biking
2604,658,127.0,Biking
2605,1557,131.0,Biking
2606,950,127.0,Biking
2607,58,146.0,Biking
2608,21,107.0,Biking
2609,58,143.0,Biking
2610,22,111.0,Biking
2611,52,142.0,Biking
2612,642,122.0,Biking
2613,1836,,Biking
2614,956,134.0,Biking
2615,6,117.0,Biking
2616,8,120.0,Biking
2617,78,146.0,Biking
2618,68,151.0,Biking
2619,122,132.0,Biking
2620,714,134.0,Biking
2621,25,130.0,Biking
2622,50,146.0,Biking
2623,35,136.0,Biking
2624,319,130.0,Biking
2625,359,,Biking
2626,256,,Biking
2627,27,,Biking
2628,254,,Biking
2629,31,,Biking
2630,33,,Biking
2631,526,,Biking
2632,5,119.0,Biking
2633,587,,Biking
2634,437,,Biking
2635,21,,Biking
2636,215,,Biking
2637,63,,Biking
2638,642,,Biking
2639,133,,Biking
2640,366,122.0,Biking
2641,9,129.0,Biking
2642,161,122.0,Biking
2643,36,122.0,Biking
2644,33,123.0,Biking
2645,32,122.0,Biking
2646,54,116.0,Biking
2647,122,134.0,Biking
2648,437,132.0,Biking
2649,933,,Biking
2650,285,,Biking
2651,54,,Biking
2652,868,,Biking
2653,2404,119.0,Biking
2654,2283,119.0,Biking
2655,648,118.0,Biking
2656,94,112.0,Biking
2657,1310,134.0,Biking
2658,500,126.0,Biking
2659,408,,Biking
2660,366,,Biking
2661,1196,,Biking
2662,382,116.0,Biking
2663,367,150.0,Biking
2664,359,150.0,Biking
2665,494,126.0,Biking
2666,4555,145.0,Biking
2667,0,,Biking
2668,0,,Biking
2669,0,,Biking
2670,650,127.0,Biking
2671,278,154.0,Biking
2672,617,132.0,Biking
2673,316,122.0,Biking
2674,168,150.0,Biking
2675,178,152.0,Biking
2676,180,154.0,Biking
2677,146,144.0,Biking
2678,215,126.0,Biking
2679,689,,Biking
2680,48,,Biking
2681,652,126.0,Biking
2682,615,129.0,Biking
2683,906,,Biking
2684,545,130.0,Biking
2685,111,155.0,Biking
2686,167,120.0,Biking
2687,121,156.0,Biking
2688,170,126.0,Biking
2689,178,158.0,Biking
2690,370,127.0,Biking
2691,1374,,Biking
2692,504,,Biking
2693,505,127.0,Biking
2694,0,97.0,Biking
2695,216,145.0,Biking
2696,225,149.0,Biking
2697,0,124.0,Biking
2698,0,95.0,Biking
2699,151,135.0,Biking
2700,400,123.0,Biking
2701,742,,Biking
2702,1214,109.0,Biking
2703,1238,,Biking
2704,373,,Biking
2705,178,,Biking
2706,84,,Biking
2707,1,91.0,Biking
2708,819,,Biking
2709,463,,Biking
2710,330,,Biking
2711,93,,Biking
2712,203,,Biking
2713,445,,Biking
2714,625,,Biking
2715,1504,131.0,Biking
2716,1893,131.0,Biking
2717,542,155.0,Biking
2718,0,144.0,Biking
2719,517,125.0,Biking
2720,224,157.0,Biking
2721,501,129.0,Biking
2722,742,128.0,Biking
2723,396,,Biking
2724,2364,,Biking
2725,10,,Biking
2726,631,,Biking
2727,1147,122.0,Biking
2728,620,130.0,Biking
2729,40,113.0,Biking
2730,416,128.0,Biking
2731,827,130.0,Biking
2732,678,148.0,Biking
2733,233,125.0,Biking
2734,269,156.0,Biking
2735,199,128.0,Biking
2736,673,157.0,Biking
2737,706,,Biking
2738,67,,Biking
2739,66,,Biking
2740,299,,Biking
2741,230,,Biking
2742,190,,Biking
2743,21,,Biking
2744,261,,Biking
2745,1401,,Biking
2746,157,,Biking
2747,4,,Biking
2748,21,,Biking
2749,173,,Biking
2750,5,,Biking
2751,731,,Biking
2752,347,133.0,Biking
2753,1057,,Biking
2754,93,,Biking
2755,0,,Biking
2756,799,122.0,Biking
2757,67,118.0,Biking
2758,720,135.0,Biking
2759,757,135.0,Biking
2760,783,141.0,Biking
2761,741,141.0,Biking
2762,5,,Biking
2763,1840,136.0,Biking
2764,715,133.0,Biking
2765,468,133.0,Biking
2766,167,139.0,Biking
2767,2267,135.0,Biking
2768,594,,Biking
2769,389,,Biking
2770,342,123.0,Biking
2771,52,122.0,Biking
2772,1720,83.0,Biking
2773,712,119.0,Biking
2774,287,133.0,Biking
2775,96,122.0,Biking
2776,124,137.0,Biking
2777,405,131.0,Biking
2778,1264,120.0,Biking
2779,553,,Biking
2780,95,,Biking
2781,252,,Biking
2782,403,,Biking
2783,436,131.0,Biking
2784,372,121.0,Biking
2785,3643,,Biking
2786,1,,Biking
2787,1236,132.0,Biking
2788,695,127.0,Biking
2789,706,109.0,Biking
2790,738,93.0,Biking
2791,337,120.0,Biking
2792,474,135.0,Biking
2793,11,128.0,Biking
2794,110,128.0,Biking
2795,2399,132.0,Biking
2796,731,138.0,Biking
2797,188,157.0,Biking
2798,190,158.0,Biking
2799,178,159.0,Biking
2800,584,143.0,Biking
2801,1452,120.0,Biking
2802,15,125.0,Biking
2803,177,107.0,Biking
2804,5,107.0,Biking
2805,10,128.0,Biking
2806,231,141.0,Biking
2807,247,116.0,Biking
2808,382,144.0,Biking
2809,441,126.0,Biking
2810,357,117.0,Biking
2811,199,117.0,Biking
2812,216,114.0,Biking
2813,641,119.0,Biking
2814,409,164.0,Biking
2815,796,136.0,Biking
2816,103,130.0,Biking
2817,1521,140.0,Biking
2818,436,,Biking
2819,236,165.0,Biking
2820,1890,129.0,Biking
2821,726,135.0,Biking
2822,519,133.0,Biking
2823,52,,Biking
2824,450,116.0,Biking
2825,395,116.0,Biking
2826,178,126.0,Biking
2827,67,161.0,Biking
2828,17,122.0,Biking
2829,84,145.0,Biking
2830,66,162.0,Biking
2831,147,127.0,Biking
2832,1589,118.0,Biking
2833,1962,130.0,Biking
2834,491,113.0,Biking
2835,1785,,Biking
2836,1456,131.0,Biking
2837,573,134.0,Biking
2838,88,113.0,Biking
2839,262,94.0,Biking
2840,273,139.0,Biking
2841,461,129.0,Biking
2842,684,,Biking
2843,336,129.0,Biking
2844,484,125.0,Biking
2845,531,146.0,Biking
2846,452,118.0,Biking
2847,4774,,Biking
2848,725,124.0,Biking
2849,147,117.0,Biking
2850,356,128.0,Biking
2851,2258,,Biking
2852,691,,Biking
2853,353,,Biking
2854,514,131.0,Biking
2855,315,104.0,Biking
2856,398,138.0,Biking
2857,166,116.0,Biking
2858,54,109.0,Biking
2859,59,110.0,Biking
2860,226,128.0,Biking
2861,463,124.0,Biking
2862,887,128.0,Biking
2863,395,157.0,Biking
2864,137,105.0,Biking
2865,1736,142.0,Biking
2866,538,136.0,Biking
2867,4,,Biking
2868,705,128.0,Biking
2869,1726,154.0,Biking
2870,515,131.0,Biking
2871,606,132.0,Biking
2872,493,133.0,Biking
2873,699,127.0,Biking
2874,135,,Biking
2875,10,,Biking
2876,94,,Biking
2877,91,,Biking
2878,4,102.0,Biking
2879,2867,,Biking
2880,456,,Biking
2881,4131,,Biking
2882,836,122.0,Biking
2883,910,137.0,Biking
2884,841,139.0,Biking
2885,647,133.0,Biking
2886,647,135.0,Biking
2887,305,160.0,Biking
2888,605,136.0,Biking
2889,287,,Biking
2890,43,,Biking
2891,114,,Biking
2892,219,,Biking
2893,1208,123.0,Biking
2894,205,141.0,Biking
2895,162,143.0,Biking
2896,3235,129.0,Biking
2897,662,130.0,Biking
2898,425,138.0,Biking
2899,87,131.0,Biking
2900,250,138.0,Biking
2901,1838,83.0,Biking
2902,683,,Biking
2903,559,106.0,Biking
2904,2882,,Biking
2905,1173,,Biking
2906,1422,,Biking
2907,1071,,Biking
2908,978,128.0,Biking
2909,851,128.0,Biking
2910,226,121.0,Biking
2911,62,150.0,Biking
2912,25,122.0,Biking
2913,147,129.0,Biking
2914,78,,Biking
2915,1973,,Biking
2916,2667,141.0,Biking
2917,1678,134.0,Biking
2918,822,133.0,Biking
2919,736,153.0,Biking
2920,263,124.0,Biking
2921,187,146.0,Biking
2922,331,136.0,Biking
2923,1083,122.0,Biking
2924,268,115.0,Biking
2925,126,115.0,Biking
2926,157,149.0,Biking
2927,73,110.0,Biking
2928,168,157.0,Biking
2929,163,119.0,Biking
2930,735,126.0,Biking
2931,961,142.0,Biking
2932,942,145.0,Biking
2933,457,146.0,Biking
2934,89,117.0,Biking
2935,131,55.0,Biking
2936,594,123.0,Biking
2937,262,125.0,Biking
2938,84,127.0,Biking
2939,337,127.0,Biking
2940,48,104.0,Biking
2941,57,106.0,Biking
2942,1050,141.0,Biking
2943,56,142.0,Biking
2944,321,129.0,Biking
2945,747,133.0,Biking
2946,693,128.0,Biking
2947,170,141.0,Biking
2948,45,,Biking
2949,546,104.0,Biking
2950,1092,127.0,Biking
2951,637,140.0,Biking
2952,1477,132.0,Biking
2953,808,112.0,Biking
2954,340,124.0,Biking
2955,58,121.0,Biking
2956,24,141.0,Biking
2957,11,121.0,Biking
2958,10,135.0,Biking
2959,421,134.0,Biking
2960,1462,127.0,Biking
2961,310,123.0,Biking
2962,258,136.0,Biking
2963,1909,,Biking
2964,515,,Biking
2965,93,131.0,Biking
2966,30,,Biking
2967,54,73.0,Biking
2968,368,131.0,Biking
2969,211,112.0,Biking
2970,1578,136.0,Biking
2971,2179,136.0,Biking
2972,153,107.0,Biking
2973,942,,Biking
2974,0,81.0,Biking
2975,463,131.0,Biking
2976,136,125.0,Biking
2977,198,153.0,Biking
2978,0,,Biking
2979,445,,Biking
2980,268,,Biking
2981,353,,Biking
2982,1652,137.0,Biking
2983,558,144.0,Biking
2984,263,132.0,Biking
2985,190,128.0,Biking
2986,625,140.0,Biking
2987,287,139.0,Biking
2988,170,145.0,Biking
2989,1136,,Biking
2990,656,116.0,Biking
2991,2401,121.0,Biking
2992,164,91.0,Biking
2993,463,127.0,Biking
2994,199,118.0,Biking
2995,445,132.0,Biking
2996,110,144.0,Biking
2997,77,158.0,Biking
2998,12,106.0,Biking
2999,303,135.0,Biking
3000,316,125.0,Biking
3001,109,153.0,Biking
3002,95,159.0,Biking
3003,94,146.0,Biking
3004,382,132.0,Biking
3005,119,,Biking
3006,236,,Biking
3007,504,124.0,Biking
3008,275,141.0,Biking
3009,422,122.0,Biking
3010,2190,,Biking
3011,253,116.0,Biking
3012,277,128.0,Biking
3013,1582,157.0,Biking
3014,268,117.0,Biking
3015,154,154.0,Biking
3016,501,129.0,Biking
3017,79,124.0,Biking
3018,410,133.0,Biking
3019,114,129.0,Biking
3020,2441,,Biking
3021,395,128.0,Biking
3022,1253,123.0,Biking
3023,200,124.0,Biking
3024,899,120.0,Biking
3025,610,128.0,Biking
3026,4598,,Biking
3027,2604,131.0,Biking
3028,321,127.0,Biking
3029,101,144.0,Biking
3030,110,146.0,Biking
3031,112,149.0,Biking
3032,278,129.0,Biking
3033,304,130.0,Biking
3034,457,114.0,Biking
3035,99,139.0,Biking
3036,904,112.0,Biking
3037,1441,,Biking
3038,3920,122.0,Biking
3039,168,87.0,Biking
3040,473,117.0,Biking
3041,251,,Biking
3042,717,129.0,Biking
3043,977,137.0,Biking
3044,783,136.0,Biking
3045,506,160.0,Biking
3046,1145,,Biking
3047,836,135.0,Biking
3048,3,122.0,Biking
3049,247,131.0,Biking
3050,272,135.0,Biking
3051,563,,Biking
3052,1475,,Biking
3053,1859,131.0,Biking
3054,2205,,Biking
3055,1173,,Biking
3056,856,114.0,Biking
3057,75,,Biking
3058,403,,Biking
3059,784,,Biking
3060,47,,Biking
3061,217,127.0,Biking
3062,5372,131.0,Biking
3063,943,,Biking
3064,289,121.0,Biking
3065,426,139.0,Biking
3066,436,139.0,Biking
3067,972,145.0,Biking
3068,821,142.0,Biking
3069,457,126.0,Biking
3070,211,152.0,Biking
3071,189,152.0,Biking
3072,146,122.0,Biking
3073,90,145.0,Biking
3074,63,146.0,Biking
3075,163,125.0,Biking
3076,445,116.0,Biking
3077,832,,Biking
3078,83,,Biking
3079,2405,,Biking
3080,941,118.0,Biking
3081,289,121.0,Biking
3082,1824,122.0,Biking
3083,6642,,Biking
3084,994,,Biking
3085,1635,,Biking
3086,2088,123.0,Biking
3087,299,87.0,Biking
3088,108,44.0,Biking
3089,584,37.0,Biking
3090,1463,131.0,Biking
3091,610,,Biking
3092,694,130.0,Biking
3093,154,153.0,Biking
3094,425,131.0,Biking
3095,729,,Biking
3096,858,,Biking
3097,731,,Biking
3098,1572,,Biking
3099,163,,Biking
3100,195,118.0,Biking
3101,1009,152.0,Biking
3102,671,140.0,Biking
3103,784,136.0,Biking
3104,2026,131.0,Biking
3105,1578,120.0,Biking
3106,596,125.0,Biking
3107,547,127.0,Biking
3108,394,120.0,Biking
3109,121,146.0,Biking
3110,121,144.0,Biking
3111,127,148.0,Biking
3112,50,104.0,Biking
3113,1210,,Biking
3114,787,128.0,Biking
3115,346,,Biking
3116,667,,Biking
3117,161,,Biking
3118,319,,Biking
3119,500,,Biking
3120,280,134.0,Biking
3121,105,137.0,Biking
3122,172,151.0,Biking
3123,158,149.0,Biking
3124,387,125.0,Biking
3125,130,117.0,Biking
3126,983,,Biking
3127,605,116.0,Biking
3128,416,121.0,Biking
3129,479,149.0,Biking
3130,452,147.0,Biking
3131,468,152.0,Biking
3132,1066,132.0,Biking
3133,2490,,Biking
3134,1474,130.0,Biking
3135,890,72.0,Biking
3136,1377,,Biking
3137,0,97.0,Biking
3138,901,,Biking
3139,736,,Biking
3140,320,,Biking
3141,516,124.0,Biking
3142,394,124.0,Biking
3143,284,126.0,Biking
3144,164,130.0,Biking
3145,991,130.0,Biking
3146,646,137.0,Biking
3147,558,,Biking
3148,2468,124.0,Biking
3149,409,124.0,Biking
3150,89,113.0,Biking
3151,812,126.0,Biking
3152,115,153.0,Biking
3153,650,131.0,Biking
3154,488,139.0,Biking
3155,657,123.0,Biking
3156,345,121.0,Biking
3157,1206,122.0,Biking
3158,873,141.0,Biking
3159,887,89.0,Biking
3160,969,,Biking
3161,753,,Biking
3162,252,,Biking
3163,246,129.0,Biking
3164,117,155.0,Biking
3165,562,133.0,Biking
3166,210,117.0,Biking
3167,136,,Biking
3168,329,120.0,Biking
3169,4,109.0,Biking
3170,5,113.0,Biking
3171,11,114.0,Biking
3172,4,115.0,Biking
3173,398,124.0,Biking
3174,561,131.0,Biking
3175,920,118.0,Biking
3176,467,124.0,Biking
3177,15,115.0,Biking
3178,184,121.0,Biking
3179,447,132.0,Biking
3180,1687,128.0,Biking
3181,1185,116.0,Biking
3182,759,113.0,Biking
3183,909,,Biking
3184,591,,Biking
3185,463,,Biking
3186,294,,Biking
3187,447,,Biking
3188,29,,Biking
3189,1052,,Biking
3190,2920,149.0,Biking
3191,605,114.0,Biking
3192,354,119.0,Biking
3193,615,,Biking
3194,1062,,Biking
3195,1052,113.0,Biking
3196,552,121.0,Biking
3197,925,,Biking
3198,1159,128.0,Biking
3199,475,130.0,Biking
3200,364,130.0,Biking
3201,267,129.0,Biking
3202,648,,Biking
3203,673,131.0,Biking
3204,838,139.0,Biking
3205,431,123.0,Biking
3206,705,122.0,Biking
3207,304,,Biking
3208,178,120.0,Biking
3209,603,,Biking
3210,419,130.0,Biking
3211,225,127.0,Biking
3212,241,137.0,Biking
3213,537,129.0,Biking
3214,526,119.0,Biking
3215,405,127.0,Biking
3216,595,,Biking
3217,685,,Biking
3218,894,,Biking
3219,59,,Biking
3220,19,,Biking
3221,262,,Biking
3222,359,125.0,Biking
3223,157,128.0,Biking
3224,312,113.0,Biking
3225,252,,Biking
3226,800,134.0,Biking
3227,3676,142.0,Biking
3228,799,,Biking
3229,269,,Biking
3230,289,,Biking
3231,545,,Biking
3232,184,,Biking
3233,1999,127.0,Biking
3234,204,150.0,Biking
3235,188,152.0,Biking
3236,80,133.0,Biking
3237,117,126.0,Biking
3238,289,150.0,Biking
3239,245,145.0,Biking
3240,280,142.0,Biking
3241,3190,132.0,Biking
3242,468,129.0,Biking
3243,162,141.0,Biking
3244,126,152.0,Biking
3245,269,123.0,Biking
3246,2036,122.0,Biking
3247,804,,Biking
3248,411,,Biking
3249,342,,Biking
3250,1124,,Biking
3251,377,122.0,Biking
3252,562,138.0,Biking
3253,347,140.0,Biking
3254,327,118.0,Biking
3255,109,112.0,Biking
3256,356,94.0,Biking
3257,3,72.0,Biking
3258,1488,,Biking
3259,1579,128.0,Biking
3260,110,119.0,Biking
3261,698,128.0,Biking
3262,1478,135.0,Biking
3263,1678,,Biking
3264,690,,Biking
3265,838,112.0,Biking
3266,1604,,Biking
3267,47,121.0,Biking
3268,336,121.0,Biking
3269,115,144.0,Biking
3270,63,104.0,Biking
3271,289,115.0,Biking
3272,663,142.0,Biking
3273,1450,,Biking
3274,1647,131.0,Biking
3275,794,136.0,Biking
3276,3108,126.0,Biking
3277,742,130.0,Biking
3278,138,146.0,Biking
3279,531,129.0,Biking
3280,542,,Biking
3281,542,120.0,Biking
3282,1026,137.0,Biking
3283,4698,,Biking
3284,1524,,Biking
3285,403,,Biking
3286,94,,Biking
3287,1504,,Biking
3288,236,112.0,Biking
3289,564,129.0,Biking
3290,283,127.0,Biking
3291,237,114.0,Biking
3292,183,122.0,Biking
3293,1315,,Biking
3294,2241,127.0,Biking
3295,2348,146.0,Biking
3296,1868,124.0,Biking
3297,550,127.0,Biking
3298,117,122.0,Biking
3299,384,128.0,Biking
3300,261,114.0,Biking
3301,135,121.0,Biking
3302,189,136.0,Biking
3303,30,111.0,Biking
3304,385,149.0,Biking
3305,115,127.0,Biking
3306,168,,Biking
3307,121,,Biking
3308,2292,,Biking
