Skupaj_kilometri,skupaj_trajanje_aktivnosti_sek,poraba_kalorij
4270.8,1090,296.0
4194.67,1034,288.0
57677.25,11647,1008.0
92916.6,14712,1831.0
77429.41,11528,1495.0
24443.68,7053,735.0
15157.24,2046,217.0
7479.38,1664,206.0
16683.27,3213,280.0
29757.01,4002,546.0
27931.02,2926,496.0
42125.0,5434,612.0
31859.67,5484,525.0
49770.25,8715,1158.0
124759.66,15425,2580.0
5000.0,812,108.0
5414.73,1098,336.0
5413.28,1061,315.0
5420.77,1097,305.0
8574.62,4781,536.0
23843.15,5626,641.0
0.0,3882,438.0
42963.23,5691,711.0
44924.16,9043,1059.0
13337.09,2361,250.0
22926.59,3839,909.0
14382.4,3359,395.0
90223.28,22339,2308.0
2626.54,762,63.0
34981.04,15320,1054.0
32662.49,8130,1152.0
74826.59,14123,1472.0
160118.05,21401,6388.0
1804.9,424,95.0
9383.05,5483,359.0
14151.96,3551,698.0
16850.32,1647,67.0
9563.41,6566,753.0
26717.98,3134,515.0
120777.68,16450,2550.0
16307.65,4201,231.0
836.61,206,42.0
754.28,209,45.0
810.83,219,48.0
99.15,47,10.0
16233.53,5906,357.0
84645.6,11905,1677.0
67949.99,7117,1984.0
15975.65,2530,320.0
13797.46,1535,53.0
27797.34,5404,768.0
14858.65,1886,352.0
6096.56,1609,212.0
85941.26,16282,2526.0
25781.92,3089,498.0
33945.74,5699,617.0
14720.54,1842,315.0
3410.94,1296,254.0
3954.61,1789,294.0
14782.24,2641,242.0
48408.43,12917,1557.0
14537.91,3633,842.0
113905.0,14632,2661.0
14369.77,2629,326.0
9392.12,1323,248.0
11278.26,2327,798.0
17248.03,1942,103.0
24727.97,5119,741.0
7668.3,1782,177.0
16259.84,2143,242.0
13573.44,4171,431.0
68012.03,9739,1647.0
95057.2,11465,1710.0
17254.2,3017,878.0
21366.81,2854,554.0
7781.1,1000,40.0
42645.71,8213,1006.0
3689.56,729,170.0
3659.05,751,173.0
1830.83,356,79.0
1911.53,5851,57.0
0.0,4207,774.0
25513.33,4714,584.0
14723.44,5083,542.0
2319.96,3279,173.0
8973.54,1521,193.0
28660.69,5509,1494.0
68080.36,7867,1232.0
14068.65,2086,315.0
32140.02,7318,683.0
89638.86,9635,1554.0
54762.9,6284,1189.0
6154.57,1512,421.0
32357.24,3655,556.0
3265.07,710,168.0
94.79,3506,447.0
75650.38,9376,1531.0
124985.34,16983,2216.0
109540.34,14501,1937.0
26570.52,3664,793.0
23125.64,5386,493.0
27367.84,2917,482.0
38418.38,5592,950.0
4213.84,611,190.0
4120.34,1947,125.0
5000.0,909,89.0
5000.0,801,84.0
3781.03,1373,47.0
957.29,143,24.0
8373.12,1486,436.0
29318.68,4180,494.0
14092.32,2200,280.0
19670.36,2570,340.0
20937.66,4771,1472.0
28439.06,4487,598.0
8764.9,1760,308.0
56473.09,13811,954.0
15366.37,2020,84.0
16012.62,1801,203.0
15906.48,2186,422.0
29344.18,3994,650.0
72703.14,11411,943.0
17291.26,2305,382.0
60896.5,8027,819.0
39129.03,5544,884.0
73263.66,10054,1263.0
40334.58,7920,663.0
30363.79,5134,636.0
41694.99,12855,480.0
8459.99,2252,356.0
35688.77,5513,708.0
22047.2,3313,321.0
19694.58,3930,541.0
23236.3,4995,445.0
1180.77,169,9.0
367.02,68,16.0
360.6,67,15.0
15265.22,3534,310.0
0.0,10182,984.0
9069.74,1493,150.0
15779.89,3181,252.0
18142.99,1859,345.0
10548.5,1740,433.0
62467.44,8934,1079.0
3855.6,749,189.0
35837.34,4759,520.0
23227.92,3231,753.0
11083.78,1475,89.0
8175.4,1228,435.0
16908.72,4081,1017.0
16878.09,2282,135.0
46415.06,9355,1520.0
12012.01,2260,433.0
61143.41,7531,1368.0
21837.01,6280,933.0
25673.45,6587,578.0
22886.43,5873,424.0
101802.48,14154,1764.0
40984.98,4751,516.0
11382.11,1280,36.0
32748.7,7697,763.0
30277.95,3486,635.0
7909.37,1681,566.0
38624.57,6946,754.0
38823.84,7603,1026.0
54932.54,10435,848.0
0.0,4303,210.0
58166.36,8767,1271.0
8077.35,841,57.0
107091.48,13774,1511.0
48159.58,10268,1063.0
5925.14,1902,380.0
7631.87,1593,333.0
90392.3,15095,2117.0
29511.86,4804,752.0
74695.19,11581,1424.0
6119.52,917,273.0
6102.34,967,288.0
6073.25,953,257.0
54467.52,8168,1290.0
18795.05,2590,269.0
10951.39,3079,661.0
8138.64,3316,294.0
4074.54,2218,184.0
231.12,65,16.0
75836.94,9451,1027.0
54711.86,9553,724.0
57327.6,9386,1158.0
37855.84,4029,769.0
9772.01,1283,132.0
30970.62,4500,624.0
58012.96,8889,1020.0
107.62,24,0.0
55229.14,8590,1952.0
10216.17,2705,232.0
43533.56,6223,1047.0
23222.35,5391,389.0
32696.27,8233,1192.0
40044.24,5450,912.0
6000.72,4079,217.0
627.21,1788,117.0
4572.79,1119,210.0
10652.52,1456,122.0
47349.97,5271,1094.0
10347.0,1767,105.0
2425.25,743,115.0
35554.88,3945,679.0
10651.04,3809,656.0
86330.66,13386,2283.0
42768.94,5843,1110.0
7153.37,1663,210.0
3429.98,916,237.0
11019.71,2089,242.0
9299.93,2935,294.0
5976.56,3112,457.0
16524.63,4559,354.0
27256.93,5771,594.0
41155.34,9641,742.0
0.0,3647,405.0
8780.21,2566,208.0
0.0,1364,0.0
19857.16,3864,377.0
17468.42,2903,712.0
19499.37,5108,294.0
3863.08,1754,93.0
48622.69,12747,615.0
36916.49,5885,473.0
140.63,35,3.0
391.62,106,16.0
22281.27,4955,368.0
33753.57,6675,462.0
787.05,134,12.0
30712.89,7332,857.0
7065.24,5543,257.0
55373.37,10945,1185.0
5000.0,655,112.0
5000.0,940,195.0
5000.0,621,83.0
1749.16,256,15.0
70472.95,11619,1485.0
10691.3,3214,594.0
51601.94,11492,1499.0
89867.74,11158,1979.0
93576.18,14849,1682.0
7719.49,4169,321.0
328.54,2391,201.0
25615.65,4296,483.0
1963.03,335,32.0
17062.05,3336,758.0
71565.31,10279,929.0
100599.54,15787,2174.0
91343.8,15187,1359.0
0.0,3504,0.0
47962.43,6344,1038.0
43928.96,6208,919.0
64444.01,10729,1837.0
22117.64,4217,584.0
5382.69,1211,57.0
5261.11,857,42.0
4813.34,1264,335.0
5241.09,864,46.0
8814.46,1525,112.0
29499.84,4212,499.0
28412.46,3905,571.0
56858.14,4684,1020.0
70923.94,10270,1245.0
64634.57,9511,1057.0
110632.76,14748,2362.0
31753.24,10006,1220.0
37473.61,7591,1095.0
17186.22,2231,89.0
22171.17,3698,453.0
13288.1,1168,314.0
52315.36,5586,1199.0
26239.8,5263,731.0
50526.07,6614,903.0
77233.2,11355,1826.0
14259.64,3305,995.0
15849.82,2582,238.0
44714.85,10633,1085.0
94530.12,12428,1989.0
12307.73,4199,291.0
173.99,4131,447.0
31092.65,6796,547.0
6168.05,1695,236.0
66233.25,8737,989.0
37625.78,9026,950.0
2027.5,267,67.0
15093.67,7460,712.0
33668.71,5994,768.0
7546.26,4165,512.0
35318.83,4202,683.0
20985.28,2723,436.0
46401.26,9735,1168.0
95451.28,13948,2368.0
11211.12,4106,559.0
35704.04,7015,740.0
11618.69,2820,456.0
35926.83,5216,466.0
43090.99,10080,1038.0
24977.44,6541,725.0
41482.92,6224,616.0
42786.17,5959,752.0
37235.9,6856,737.0
2855.53,1093,210.0
43468.57,8557,1063.0
22599.35,9285,426.0
29703.36,6738,709.0
8645.1,1869,394.0
8801.23,1874,369.0
33541.74,6487,706.0
100432.74,17370,2499.0
39786.08,7775,1898.0
4121.3,848,194.0
4163.9,840,190.0
3515.0,3862,353.0
15369.69,4489,1163.0
9180.32,2615,324.0
442.62,147,36.0
2161.6,408,61.0
450.86,150,41.0
450.89,153,42.0
451.82,152,42.0
2104.28,379,51.0
443.93,155,42.0
438.88,135,37.0
22769.08,3967,382.0
0.0,3661,411.0
69675.1,10145,1447.0
30402.45,6430,595.0
36668.45,4338,809.0
22829.42,2721,633.0
683.8,164,62.0
936.33,120,8.0
693.03,165,63.0
924.08,112,5.0
895.47,163,5.0
688.56,166,63.0
4795.68,571,106.0
2089.24,180,73.0
3714.04,427,82.0
2215.6,181,72.0
3499.39,419,88.0
16741.33,1798,441.0
16087.18,1875,335.0
391.84,41,8.0
2535.26,311,63.0
689.78,62,29.0
4941.3,600,105.0
3021.33,301,114.0
7444.7,841,125.0
11104.85,1203,405.0
14371.53,1539,247.0
18656.55,2074,375.0
62968.53,8315,1531.0
41972.52,4681,1058.0
19681.11,1801,617.0
24444.26,2601,658.0
59715.19,7371,1557.0
35420.7,4686,950.0
1652.45,312,58.0
1494.64,272,21.0
1312.75,271,58.0
2000.03,300,22.0
1259.36,274,52.0
37490.87,4481,642.0
83568.06,9240,1836.0
39986.4,4758,956.0
1793.96,189,6.0
1768.95,182,8.0
3328.98,480,78.0
1550.45,302,68.0
6523.06,724,122.0
31846.06,3903,714.0
1100.93,218,25.0
1409.77,179,50.0
1195.94,198,35.0
16568.83,1865,319.0
198.59,2444,359.0
255.5,900,256.0
1.8,319,27.0
219.71,899,254.0
0.0,339,31.0
0.0,451,33.0
104.45,2867,526.0
362.95,55,5.0
28589.15,3201,587.0
17349.22,1811,437.0
2016.2,411,21.0
7716.24,721,215.0
3681.8,484,63.0
22397.57,3009,642.0
6871.39,808,133.0
17206.12,2662,366.0
397.61,61,9.0
9654.55,1553,161.0
1480.81,254,36.0
1405.64,262,33.0
1448.35,257,32.0
4637.04,622,54.0
4992.24,781,122.0
26734.73,3228,437.0
37027.11,5158,933.0
8901.96,901,285.0
3086.78,361,54.0
32095.96,5785,868.0
100048.54,11401,2404.0
102896.26,13546,2283.0
31797.02,3627,648.0
5899.08,586,94.0
53478.78,6684,1310.0
23263.97,2701,500.0
22437.61,2159,408.0
16528.34,2035,366.0
66998.36,7837,1196.0
25612.08,2472,382.0
11113.92,1201,367.0
14278.31,1209,359.0
19865.71,2596,494.0
178781.28,36915,4555.0
0.11,1,0.0
0.0,4,0.0
0.09,3,0.0
29414.89,3417,650.0
9946.44,911,278.0
29545.55,3035,617.0
16837.82,1800,316.0
6562.46,603,168.0
5705.66,601,178.0
6151.3,607,180.0
8565.89,602,146.0
13119.28,1345,215.0
27261.04,2544,689.0
2430.12,1466,48.0
34659.06,3641,652.0
26922.89,3011,615.0
37613.69,5522,906.0
26522.87,3243,545.0
3005.2,486,111.0
16205.28,1922,167.0
2705.07,523,121.0
11820.37,1399,170.0
4167.75,763,178.0
29841.09,3519,370.0
64323.95,8267,1374.0
24605.29,2842,504.0
20928.81,2475,505.0
34.16,11,0.0
8992.58,722,216.0
8957.06,729,225.0
197.08,195,0.0
77.0,13,0.0
6670.43,540,151.0
16419.35,1851,400.0
21489.69,4184,742.0
60609.57,7775,1214.0
29536.85,4288,1238.0
4099.95,4940,373.0
48.64,1232,178.0
0.0,599,84.0
96.43,18,1.0
19869.03,2330,819.0
27567.99,2745,463.0
12294.73,1199,330.0
4939.92,631,93.0
9219.44,1018,203.0
10301.34,1361,445.0
14580.37,1667,625.0
65215.4,7370,1504.0
80169.49,10840,1893.0
18866.33,1796,542.0
56.68,36,0.0
25103.6,3001,517.0
6179.66,720,224.0
24669.37,2884,501.0
33058.33,4094,742.0
22383.68,3445,396.0
59922.28,6678,2364.0
443.71,4490,10.0
32652.21,4783,631.0
41038.72,5662,1147.0
25529.1,2895,620.0
2068.67,362,40.0
17814.48,1933,416.0
35709.98,3977,827.0
24159.79,2448,678.0
10280.66,1550,233.0
10512.81,902,269.0
10654.49,1200,199.0
26166.92,2401,673.0
29436.61,3856,706.0
986.66,194,67.0
1001.41,197,66.0
19882.79,2163,299.0
14698.04,1746,230.0
9820.16,2021,190.0
3501.0,308,21.0
15964.92,1523,261.0
63950.11,7221,1401.0
8546.51,1292,157.0
202.14,30,4.0
1314.32,129,21.0
8454.72,1140,173.0
11.28,37,5.0
36357.15,4692,731.0
32091.59,3895,347.0
45616.95,6324,1057.0
0.0,3665,93.0
0.0,920,0.0
38510.03,4529,799.0
4076.51,424,67.0
31756.24,3696,720.0
33001.25,3606,757.0
33706.37,4782,783.0
33693.67,3672,741.0
430.34,11693,5.0
68895.1,9413,1840.0
35027.77,4503,715.0
31417.51,3867,468.0
8897.67,1072,167.0
96648.32,17310,2267.0
26922.81,3034,594.0
22045.54,3154,389.0
10411.28,1544,342.0
1975.39,341,52.0
69386.94,8776,1720.0
28307.03,3491,712.0
9410.27,925,287.0
6305.65,691,96.0
4078.5,625,124.0
14464.05,1908,405.0
70450.34,8544,1264.0
28769.83,2686,553.0
5261.61,521,95.0
11974.02,1262,252.0
10385.86,1248,403.0
0.0,2588,436.0
540.31,90866,372.0
146014.27,17811,3643.0
219.27,4281,1.0
44034.88,7636,1236.0
260.36,3819,695.0
720.65,4272,706.0
35.41,3690,738.0
26.79,2168,337.0
19337.74,2474,474.0
1052.99,185,11.0
15659.0,2044,110.0
107919.26,19015,2399.0
32256.22,3631,731.0
5468.16,613,188.0
6201.6,614,190.0
6043.37,619,178.0
21576.23,3127,584.0
55684.95,6751,1452.0
572.72,85,15.0
10331.21,1222,177.0
256.78,27,5.0
573.06,63,10.0
7966.76,741,231.0
12026.19,1197,247.0
13859.98,1238,382.0
17888.32,1893,441.0
20439.46,2375,357.0
10220.74,1303,199.0
11495.83,1322,216.0
27648.92,3745,641.0
11079.22,1202,409.0
34147.01,3601,796.0
4750.09,574,103.0
81689.67,10406,1521.0
0.0,2511,436.0
6565.94,736,236.0
81713.1,9376,1890.0
31100.67,5565,726.0
18707.99,2936,519.0
747.15,183,52.0
20293.94,2528,450.0
21561.22,2309,395.0
9738.39,1341,178.0
1873.23,327,67.0
2047.98,206,17.0
4039.95,556,84.0
1804.12,325,66.0
16053.41,1880,147.0
60967.87,7210,1589.0
69704.01,9870,1962.0
25088.61,3312,491.0
76925.78,9420,1785.0
46480.81,7123,1456.0
10961.75,1926,573.0
3658.14,1084,88.0
8601.73,947,262.0
8632.46,931,273.0
16670.03,2242,461.0
20585.07,2362,684.0
23835.5,2985,336.0
22397.35,2442,484.0
17621.93,1802,531.0
24804.0,2599,452.0
176797.55,17072,4774.0
30564.19,3914,725.0
13267.98,1318,147.0
17682.99,2422,356.0
95384.84,12194,2258.0
27462.34,3633,691.0
17614.45,2104,353.0
19552.53,2405,514.0
15614.63,1845,315.0
6389.27,1280,398.0
12054.62,1227,166.0
4785.23,531,54.0
3250.24,508,59.0
6115.5,732,226.0
21256.01,2298,463.0
39389.9,5692,887.0
4830.38,1571,395.0
9994.26,1673,137.0
66171.06,8086,1736.0
23532.31,2767,538.0
319.45,7295,4.0
28415.1,3450,705.0
55979.07,5414,1726.0
21532.34,2573,515.0
25146.82,3603,606.0
25409.36,3681,493.0
32480.84,3800,699.0
7286.74,977,135.0
929.32,122,10.0
5415.04,485,94.0
4895.03,657,91.0
145.24,35,4.0
122583.48,14516,2867.0
0.0,2881,456.0
159020.66,20458,4131.0
32894.19,3663,836.0
21354.92,3999,910.0
26667.11,3944,841.0
23537.26,3180,647.0
25730.01,2818,647.0
9772.27,908,305.0
20499.44,2395,605.0
12956.22,1467,287.0
1248.66,124,43.0
4840.92,646,114.0
13548.53,1874,219.0
45032.78,5266,1208.0
6859.21,611,205.0
5504.09,493,162.0
125406.06,15876,3235.0
28283.56,3270,662.0
16472.93,2270,425.0
5284.3,696,87.0
17181.49,2080,250.0
34254.31,8295,1838.0
28264.82,3796,683.0
23230.2,2822,559.0
117226.1,15356,2882.0
39352.63,5794,1173.0
61179.73,8443,1422.0
50038.22,5831,1071.0
41308.11,11424,978.0
61685.6,7860,851.0
12135.57,1233,226.0
2322.64,184,62.0
1546.75,204,25.0
6510.18,850,147.0
4237.62,439,78.0
95170.16,11202,1973.0
86238.5,15428,2667.0
64830.39,12685,1678.0
31961.69,3613,822.0
24649.77,2400,736.0
10290.65,1598,263.0
6669.48,648,187.0
12110.32,1445,331.0
50190.44,8005,1083.0
20313.83,1881,268.0
8171.53,942,126.0
5388.54,579,157.0
5033.15,704,73.0
5150.8,505,168.0
8151.04,1130,163.0
32065.58,3676,735.0
34330.45,3625,961.0
35019.84,4206,942.0
18000.67,1935,457.0
3247.46,633,89.0
66.18,778,131.0
27482.4,3130,594.0
11512.89,2980,262.0
2757.5,606,84.0
17226.76,2002,337.0
3039.8,388,48.0
3652.91,1464,57.0
39381.36,3617,1050.0
2056.77,1563,56.0
14551.46,1917,321.0
28597.21,3836,747.0
34128.5,3602,693.0
6581.2,805,170.0
2032.8,620,45.0
24767.49,2798,546.0
63290.16,7835,1092.0
34359.23,3961,637.0
61762.67,7419,1477.0
40982.79,5767,808.0
17366.62,2552,340.0
3280.39,705,58.0
718.29,135,24.0
1069.28,118,11.0
671.09,75,10.0
26541.03,3372,421.0
53978.68,6010,1462.0
11343.16,2101,310.0
17.88,2708,258.0
73981.44,8920,1909.0
18796.43,1758,515.0
3548.92,1938,93.0
342.94,107,30.0
8578.59,1062,54.0
11056.88,1786,368.0
16551.46,1723,211.0
88002.1,10617,1578.0
72704.39,10203,2179.0
8993.77,1078,153.0
39726.83,4183,942.0
59.66,17,0.0
21756.46,2425,463.0
8098.91,825,136.0
5292.76,612,198.0
0.0,4045,0.0
21944.04,2556,445.0
12320.22,1312,268.0
15708.45,1840,353.0
66998.75,8177,1652.0
19134.49,2409,558.0
14348.42,1510,263.0
10393.14,1272,190.0
34091.82,4305,625.0
14486.06,1788,287.0
7744.82,806,170.0
29791.6,3600,1136.0
32142.76,4299,656.0
114203.1,15440,2401.0
5525.99,641,164.0
25825.83,3620,463.0
13866.86,1937,199.0
20333.8,2484,445.0
4010.69,595,110.0
1606.27,318,77.0
2458.44,354,12.0
21162.86,2419,303.0
17072.75,2253,316.0
4332.57,770,109.0
3771.7,700,95.0
3993.31,1326,94.0
18353.75,2111,382.0
654.93,482,119.0
55.84,1166,236.0
19798.02,2402,504.0
10628.06,917,275.0
16619.78,2118,422.0
78500.35,9143,2190.0
17898.79,2041,253.0
12049.26,1994,277.0
56616.91,5415,1582.0
9770.61,2222,268.0
3117.48,483,154.0
31870.94,3252,501.0
5298.7,683,79.0
36209.48,5022,410.0
12104.79,1545,114.0
86333.8,47950,2441.0
14139.77,1763,395.0
57394.17,6748,1253.0
11963.38,1167,200.0
45951.43,5166,899.0
41492.76,4407,610.0
181821.58,17381,4598.0
90455.48,10371,2604.0
13948.74,2038,321.0
4187.84,713,101.0
4595.09,761,110.0
4592.72,755,112.0
13685.43,2718,278.0
15672.05,1837,304.0
16347.03,2293,457.0
3772.59,819,99.0
40314.78,5077,904.0
69949.52,9080,1441.0
131892.13,19457,3920.0
8071.0,6527,168.0
26774.97,3619,473.0
6629.77,1401,251.0
27936.92,3693,717.0
32221.8,4233,977.0
34093.08,4414,783.0
16968.11,1704,506.0
25203.84,8116,1145.0
33577.86,3986,836.0
1734.59,187,3.0
11865.01,1502,247.0
11324.78,1458,272.0
0.0,3647,563.0
65222.44,7608,1475.0
104813.58,14803,1859.0
88681.02,8853,2205.0
29504.12,4672,1173.0
65550.14,8370,856.0
5089.76,487,75.0
23511.77,2283,403.0
27049.24,3020,784.0
4534.79,376,47.0
9490.64,1404,217.0
188449.09,23235,5372.0
25123.16,4949,943.0
15106.51,2070,289.0
15507.97,1827,426.0
18987.19,1957,436.0
33743.17,3699,972.0
36738.74,4044,821.0
23834.74,3007,457.0
3928.57,962,211.0
3826.64,961,189.0
16722.45,1682,146.0
5804.46,488,90.0
5293.02,500,63.0
12814.25,1674,163.0
30125.15,4343,445.0
33842.57,3802,832.0
3530.54,481,83.0
94342.18,11630,2405.0
32666.68,4762,941.0
9737.55,1425,289.0
76044.34,10595,1824.0
173038.58,15244,6642.0
48536.76,5450,994.0
0.0,7942,1635.0
63187.08,11206,2088.0
10087.24,909,299.0
4511.14,649,108.0
23679.3,2899,584.0
65360.63,7574,1463.0
32467.11,3529,610.0
25455.27,2998,694.0
4334.25,509,154.0
21322.53,2328,425.0
29881.97,4001,729.0
24274.59,3622,858.0
30620.92,4739,731.0
73081.64,7934,1572.0
7753.18,836,163.0
8541.72,1012,195.0
35664.06,3316,1009.0
36694.92,3691,671.0
32716.96,3646,784.0
85584.14,14528,2026.0
64535.42,7228,1578.0
25709.58,2797,596.0
22149.51,2284,547.0
16950.58,3209,394.0
4324.01,762,121.0
4557.04,769,121.0
4516.39,786,127.0
2760.87,1477,50.0
267.81,7260,1210.0
49236.58,6049,787.0
13320.39,1634,346.0
34544.86,4194,667.0
6198.99,552,161.0
18823.02,1844,319.0
30201.01,3162,500.0
12413.76,1509,280.0
5272.25,536,105.0
5214.98,588,172.0
6486.22,591,158.0
14944.82,1942,387.0
5739.16,826,130.0
24846.63,4337,983.0
29759.9,3778,605.0
18436.82,2190,416.0
13929.08,1513,479.0
18748.34,1511,452.0
16387.19,1503,468.0
51319.64,6599,1066.0
79920.35,7568,2490.0
63413.26,7262,1474.0
45211.88,5576,890.0
51321.55,6524,1377.0
4.52,4768,0.0
46840.9,4823,901.0
24534.15,2741,736.0
13590.8,1482,320.0
22929.4,2709,516.0
17848.72,2348,394.0
14083.96,1561,284.0
7989.15,927,164.0
45315.79,6394,991.0
30473.29,3172,646.0
0.0,2731,558.0
89820.98,10343,2468.0
20609.33,2736,409.0
4395.51,636,89.0
35219.33,4096,812.0
2096.88,412,115.0
23279.01,3461,650.0
16301.6,2302,488.0
27899.51,3300,657.0
15423.02,1741,345.0
38253.22,4977,1206.0
27045.33,2700,873.0
32788.75,4400,887.0
43286.87,4938,969.0
24831.7,2641,753.0
14176.31,1395,252.0
10049.46,1373,246.0
1918.88,380,117.0
23981.85,2584,562.0
12157.29,1421,210.0
72.65,645,136.0
17307.83,2729,329.0
451.83,446,4.0
477.39,435,5.0
860.81,489,11.0
498.21,448,4.0
19798.11,3502,398.0
36746.06,3595,561.0
60780.08,9592,920.0
24014.04,3003,467.0
1698.51,393,15.0
15167.09,2918,184.0
28112.44,3451,447.0
76417.81,8493,1687.0
39151.47,8470,1185.0
41880.95,5213,759.0
44785.39,6889,909.0
28269.5,3221,591.0
23203.71,3215,463.0
11915.22,1548,294.0
16653.75,3049,447.0
1891.68,3153,29.0
51395.63,7571,1052.0
85337.92,10872,2920.0
31096.1,3755,605.0
25703.34,2779,354.0
33847.27,3868,615.0
27253.13,4228,1062.0
48763.6,6034,1052.0
24645.26,3569,552.0
50920.19,5970,925.0
49683.85,6013,1159.0
28001.74,3771,475.0
33058.63,3723,364.0
22133.63,2674,267.0
33114.48,5814,648.0
31896.72,3680,673.0
32221.06,4153,838.0
20174.71,2880,431.0
35428.13,4034,705.0
24.67,1799,304.0
467.39,1418,178.0
25783.07,4121,603.0
18838.03,2102,419.0
22584.62,2786,225.0
22014.04,2691,241.0
19936.13,2702,537.0
36827.77,4345,526.0
21500.8,6752,405.0
29881.47,3325,595.0
27357.12,3464,685.0
34172.68,4205,894.0
3299.23,512,59.0
904.25,105,19.0
12346.3,2967,262.0
18108.86,2407,359.0
18938.65,2440,157.0
23660.62,5067,312.0
440.17,1431,252.0
38383.51,4283,800.0
128421.12,15400,3676.0
32466.49,3935,799.0
16522.37,1787,269.0
14256.81,1700,289.0
16991.23,1866,545.0
9203.92,1098,184.0
81752.21,9650,1999.0
7686.12,628,204.0
7517.33,592,188.0
3351.96,345,80.0
5429.64,621,117.0
10119.25,906,289.0
10511.32,862,245.0
11043.43,1302,280.0
108465.94,15264,3190.0
22070.7,3363,468.0
6797.78,1347,162.0
4628.99,856,126.0
15092.96,3845,269.0
73679.6,9184,2036.0
40279.72,4870,804.0
19462.97,2320,411.0
18040.41,2623,342.0
41070.01,6940,1124.0
22533.16,2747,377.0
30328.97,4043,562.0
18564.68,2092,347.0
10180.53,1499,327.0
4706.95,605,109.0
20125.37,3967,356.0
31928.7,3705,3.0
24790.27,5202,1488.0
46471.54,7223,1579.0
4919.49,661,110.0
25857.87,3265,698.0
53542.86,10849,1478.0
43430.58,6143,1678.0
30361.8,4566,690.0
42700.69,4818,838.0
64606.3,7437,1604.0
85.67,518,47.0
15830.59,2366,336.0
4639.49,752,115.0
4788.51,1498,63.0
14235.35,3517,289.0
0.0,2515,663.0
52420.55,7542,1450.0
106645.82,13610,1647.0
21603.61,3473,794.0
110734.14,15712,3108.0
32678.01,3660,742.0
5139.46,494,138.0
22348.27,2516,531.0
13092.94,2090,542.0
21713.4,2944,542.0
32996.31,4772,1026.0
176338.86,16882,4698.0
61266.65,7255,1524.0
15053.99,2095,403.0
4701.09,682,94.0
55524.1,7312,1504.0
175.68,1301,236.0
25038.8,2726,564.0
12608.04,1589,283.0
13152.56,1626,237.0
8508.83,1046,183.0
41945.28,16943,1315.0
98726.28,12081,2241.0
128483.42,15252,2348.0
81733.55,11790,1868.0
36497.18,3726,550.0
7840.2,959,117.0
18115.18,2146,384.0
360.26,2913,261.0
17.84,1547,135.0
11264.6,1119,189.0
3834.63,604,30.0
19035.65,1852,385.0
8850.35,1270,115.0
64.63,932,168.0
19.32,517,121.0
99205.82,12043,2292.0
59.29,2547,494.0
87117.06,10962,2195.0
13347.33,1217,389.0
17917.93,1919,331.0
14558.82,2268,290.0
33892.21,3667,935.0
94540.34,12913,2205.0
1208.79,405,27.0
35985.2,4866,478.0
37789.97,4883,622.0
86604.24,13078,1551.0
90529.32,13064,1141.0
174879.36,16806,4632.0
11746.32,1416,233.0
25914.38,2403,636.0
8145.46,969,178.0
8952.98,903,157.0
10324.29,1284,190.0
8508.54,1025,130.0
8489.09,910,277.0
4860.45,541,162.0
19643.43,2100,321.0
23554.13,2794,477.0
35217.13,4483,488.0
23764.66,2788,503.0
67241.34,6902,1731.0
52027.51,7301,866.0
24516.39,3033,545.0
6554.46,584,174.0
15175.71,2196,442.0
86554.64,11844,2163.0
26605.32,3650,736.0
34615.9,3584,794.0
26746.85,3076,621.0
21854.08,3139,638.0
6696.29,1257,105.0
36605.53,3614,952.0
28686.54,3615,712.0
28460.9,4189,752.0
5934.94,832,145.0
148.52,3064,624.0
0.0,660,142.0
94619.66,9921,2052.0
5296.9,547,119.0
24452.17,3217,463.0
200.34,2017,336.0
60195.94,7331,1426.0
43799.57,5734,1063.0
39184.7,5248,541.0
10136.86,912,270.0
10375.6,916,275.0
12772.03,1359,273.0
17354.75,1843,359.0
39470.06,4831,647.0
65715.23,8467,1636.0
179354.5,15985,4478.0
28295.07,3383,629.0
21079.57,3394,536.0
5501.67,582,159.0
7923.37,809,43.0
97058.54,11090,2183.0
40410.95,5034,1015.0
21221.77,2885,452.0
5071.59,548,35.0
13738.46,1606,235.0
25245.2,3698,809.0
33556.22,3582,740.0
25581.75,4136,543.0
28207.08,5216,673.0
24432.09,2836,500.0
17952.57,2131,456.0
11973.31,1327,247.0
28016.92,3666,657.0
12965.93,1481,251.0
4337.48,539,45.0
4697.26,634,132.0
27592.31,3096,358.0
19889.73,2195,482.0
9522.3,940,230.0
180657.42,22980,4778.0
36788.6,4289,712.0
19574.72,1959,484.0
24841.16,2758,509.0
16556.21,1861,426.0
8904.5,1115,238.0
19949.42,2147,447.0
62404.28,7973,1605.0
23129.68,5555,1445.0
31489.22,3662,804.0
20977.77,1965,594.0
22170.38,2246,521.0
0.0,4853,852.0
8116.19,905,110.0
12906.73,1540,351.0
45494.83,5972,1357.0
46066.03,5451,1051.0
6141.61,854,127.0
12373.33,1450,209.0
31667.48,4008,688.0
28721.2,5775,695.0
34926.83,4268,798.0
20151.19,2209,327.0
7318.35,849,182.0
182547.38,16056,5153.0
0.0,3684,590.0
22444.29,3380,467.0
25455.54,3002,678.0
20858.47,2473,620.0
71206.9,7540,2073.0
93071.44,11168,2221.0
26225.9,2925,659.0
8546.72,1095,154.0
8515.09,1173,96.0
23607.99,2592,630.0
27993.12,4212,452.0
