Skupaj_kilometri,skupaj_trajanje_aktivnosti_sek,poraba_kalorij
1988.12,319,15.0
26300.83,3788,664.0
11825.07,1464,246.0
28.09,12,0.0
58066.9,7960,856.0
16433.21,2109,448.0
10266.3,2934,417.0
0.0,1744,0.0
9187.41,3734,284.0
33082.31,5247,753.0
54262.06,8270,968.0
21404.79,4030,305.0
46544.09,7076,868.0
55798.54,7526,1363.0
54695.47,7040,1096.0
14541.88,3265,361.0
58092.35,10654,1210.0
60898.1,8890,984.0
89429.12,24338,2413.0
5000.0,498,63.0
61395.64,9585,1316.0
23846.22,7486,591.0
79835.09,17636,1740.0
17905.69,4409,506.0
4801.36,1362,253.0
2082.07,1746,146.0
0.0,130,17.0
12354.29,1812,163.0
10976.64,1815,37.0
36545.61,5875,1129.0
3878.37,887,196.0
3818.04,925,201.0
3930.94,930,189.0
7840.7,1884,329.0
3972.51,974,141.0
0.0,4343,415.0
14614.44,3080,263.0
375.36,77,16.0
1922.97,442,63.0
370.55,70,17.0
1901.02,389,59.0
375.62,84,20.0
1886.2,410,47.0
379.74,75,16.0
986.96,774,52.0
15290.07,2711,312.0
80943.94,12216,1462.0
15272.92,2373,311.0
72903.4,16990,1899.0
36940.22,4687,905.0
24702.78,4922,236.0
4404.82,435,10.0
28293.31,3294,375.0
16366.49,3026,459.0
19000.09,8961,390.0
12623.12,3896,510.0
22775.65,3471,442.0
23488.75,3380,554.0
8168.24,2610,299.0
1687.59,830,24.0
1623.62,324,6.0
1762.79,327,5.0
7549.9,1481,177.0
15183.09,2107,279.0
3174.45,325,31.0
1614.02,322,20.0
22738.62,5197,222.0
19334.01,2988,322.0
35439.07,8004,1119.0
23860.16,3808,536.0
5957.68,1312,203.0
21820.48,6647,231.0
24732.34,3876,924.0
33780.12,6153,699.0
28337.76,6408,1120.0
23814.22,3162,580.0
4553.83,456,15.0
15804.71,1907,263.0
0.0,1155,299.0
2940.1,873,15.0
3079.16,381,136.0
3232.23,778,130.0
8110.94,1962,632.0
9325.94,1104,14.0
554.16,182,36.0
0.0,3620,654.0
1781.52,597,161.0
1762.07,605,164.0
1937.57,294,24.0
1729.85,717,161.0
8993.16,1920,106.0
584.82,66,19.0
14535.98,1856,198.0
28355.68,7663,631.0
47619.83,7896,1005.0
15902.94,2473,496.0
15063.91,1559,637.0
14073.23,2392,448.0
29331.02,4845,520.0
39474.01,5938,932.0
31979.45,7507,601.0
52506.87,7362,1425.0
30111.99,5125,314.0
37095.1,9237,1694.0
58737.46,7876,1205.0
31734.95,6328,1041.0
8442.95,1870,273.0
1923.13,358,51.0
1912.48,354,50.0
1912.7,365,47.0
1909.22,347,48.0
1933.97,359,43.0
393.78,174,31.0
1127.57,253,5.0
1916.6,370,40.0
5468.45,914,67.0
77575.41,14502,1379.0
28673.77,7557,1248.0
23272.42,4435,654.0
16995.11,2147484,419.0
47323.71,19912,1083.0
6148.08,2103,290.0
26363.17,5975,636.0
51583.24,8252,861.0
45107.76,8939,1668.0
23304.02,3959,340.0
5000.0,641,52.0
5000.0,966,67.0
5000.0,2962,101.0
5000.0,763,47.0
5000.0,822,38.0
3952.51,1086,53.0
75174.95,17600,3134.0
13351.85,1123,282.0
51104.99,6638,953.0
15233.77,6994,359.0
42906.83,6481,1529.0
22651.77,7014,668.0
21869.28,5233,698.0
13976.66,2742,346.0
153245.66,13949,2445.0
58212.83,10214,1366.0
15369.13,3674,396.0
0.0,1834,158.0
0.0,40,0.0
25162.76,3363,551.0
23601.23,5577,568.0
19839.05,2606,478.0
548.8,83,15.0
2630.88,477,115.0
2579.65,488,110.0
2623.3,496,110.0
58509.94,14599,1058.0
31295.42,3628,754.0
436.07,105,22.0
1126.83,286,50.0
1087.5,280,52.0
430.51,100,26.0
642.51,195,26.0
432.94,111,30.0
13386.13,4213,329.0
0.0,3687,463.0
66086.56,10669,3156.0
39867.63,9029,766.0
6979.01,2827,421.0
2160.02,607,226.0
2139.94,615,222.0
2305.53,563,66.0
2159.66,606,222.0
2178.3,599,226.0
5908.42,1781,203.0
55600.1,7961,1240.0
35414.92,12123,1184.0
51752.08,6783,1594.0
52280.39,6133,790.0
40591.87,6472,736.0
42156.81,6110,1275.0
28532.42,7282,1137.0
8138.78,1764,177.0
93460.44,16659,1682.0
6547.79,1688,252.0
0.0,3812,824.0
17219.77,2069,398.0
4510.88,518,16.0
4714.07,681,15.0
23308.11,4641,532.0
8601.17,1929,368.0
3173.25,715,25.0
8700.65,2008,331.0
20910.1,2042,114.0
0.0,2434,350.0
10901.77,2381,210.0
73071.6,11544,2915.0
15353.13,1808,330.0
32378.4,4247,441.0
31617.29,6301,1529.0
7238.77,2708,298.0
0.0,1814,142.0
7193.88,1838,217.0
62555.73,7590,1064.0
31612.09,4448,591.0
13361.8,1175,240.0
18655.67,7133,583.0
9607.29,1944,783.0
0.0,5126,885.0
44258.35,11391,1678.0
53720.03,6959,1031.0
7884.96,1141,131.0
7311.16,1051,63.0
114613.8,14922,1968.0
8910.63,1582,191.0
5521.27,6111,753.0
15661.83,2921,390.0
80002.17,12528,1009.0
122819.28,16264,3200.0
18099.08,2426,414.0
10519.68,1849,564.0
18759.49,2251,304.0
4948.26,1143,352.0
24010.08,3508,617.0
7823.13,994,127.0
5456.33,1071,252.0
5505.8,1107,236.0
5489.43,1060,222.0
57009.69,10407,1396.0
6065.7,1721,389.0
4868.61,900,174.0
8718.27,1459,314.0
5000.0,634,84.0
38891.34,6095,1045.0
52658.12,7785,1312.0
0.0,5432,557.0
5000.0,745,63.0
5000.0,671,82.0
5000.0,592,67.0
5000.0,544,57.0
5000.0,472,73.0
105306.7,10720,1566.0
12626.91,2649,526.0
55030.62,8749,1024.0
0.0,1604,372.0
30541.32,7077,680.0
371.11,110,21.0
364.29,98,21.0
1306.94,316,57.0
1306.79,306,57.0
0.0,3630,314.0
66699.17,11281,868.0
55025.93,14628,2777.0
47535.34,7532,1250.0
35231.99,5132,622.0
90861.56,17184,2443.0
15953.31,1791,133.0
50092.59,5673,810.0
19097.6,2608,468.0
4765.13,1613,663.0
95472.0,12668,2000.0
111826.82,13440,2119.0
2898.11,471,131.0
16061.63,5704,382.0
29848.18,6682,580.0
19787.21,4241,353.0
38654.64,7039,758.0
5680.23,1020,236.0
5547.56,1042,246.0
5566.09,1039,242.0
5544.72,1062,210.0
5567.88,1044,201.0
3705.12,964,119.0
29766.25,6137,678.0
4972.78,1787,368.0
58438.55,8598,1163.0
100281.2,22644,2021.0
17933.79,5656,541.0
7948.68,923,158.0
40305.94,5144,1003.0
56246.4,10991,1359.0
5523.04,1461,314.0
0.0,3614,410.0
25797.86,3646,478.0
26381.83,4488,493.0
12553.39,2964,256.0
0.0,921,47.0
27813.51,5845,736.0
40218.21,5069,982.0
0.0,8701,936.0
87952.76,10762,1996.0
16928.72,4206,390.0
3147.25,759,179.0
18847.43,4717,1143.0
19912.51,4048,658.0
35359.17,4340,751.0
72136.96,13881,1989.0
76082.83,11549,1599.0
12154.52,3232,395.0
41235.79,5818,1030.0
47629.99,5424,1061.0
38881.74,5390,924.0
80305.35,10919,1520.0
12409.0,9680,380.0
2.77,3602,624.0
0.0,3594,314.0
13510.53,2300,357.0
42284.51,7273,689.0
28761.95,10984,647.0
27090.86,4543,662.0
2468.49,3087,66.0
59299.89,8639,1526.0
64760.34,7779,1535.0
5000.0,750,90.0
4021.23,956,82.0
2793.73,624,117.0
3920.81,932,222.0
56.22,9,0.0
3907.67,971,229.0
3689.38,920,215.0
37965.94,8274,1299.0
26031.75,5214,1358.0
0.0,1238,0.0
14012.26,3438,722.0
14449.98,1498,45.0
14161.32,3538,752.0
16990.54,2067,98.0
20192.93,5068,453.0
39848.9,5742,1038.0
31066.11,5203,636.0
82163.46,12831,1745.0
88256.74,14661,2111.0
8331.29,2688,705.0
60849.21,7483,1336.0
40421.94,6161,526.0
24315.22,3848,426.0
85188.94,8031,1774.0
84048.08,10493,1685.0
0.0,1861,0.0
5556.9,1057,217.0
5738.45,1224,246.0
5737.7,1241,245.0
0.05,5,0.0
5000.0,709,91.0
5000.0,712,84.0
5000.0,754,106.0
5000.0,555,78.0
5000.0,608,52.0
5000.0,394,42.0
5000.0,415,52.0
5000.0,1153,98.0
5000.0,1125,84.0
5000.0,1016,114.0
5000.0,876,17.0
5000.0,651,27.0
2769.56,392,22.0
45414.44,4509,1029.0
16647.96,4466,951.0
141868.56,19099,3180.0
40956.48,8010,1341.0
33015.55,9281,1093.0
91680.84,14992,1952.0
24979.68,8880,974.0
47137.52,7194,942.0
7612.52,4209,135.0
10660.59,2520,351.0
13611.99,2513,335.0
9733.35,1820,726.0
64610.57,7083,1224.0
8179.87,1640,410.0
3.16,16287,0.0
8576.53,3028,278.0
23748.93,4482,554.0
52228.91,7578,730.0
11058.81,2299,398.0
6317.89,2302,561.0
18559.89,2321,184.0
9659.24,2727,253.0
82444.91,11728,1769.0
525.2,79,17.0
2548.47,788,198.0
528.91,81,17.0
516.36,76,16.0
2573.86,792,191.0
2569.7,777,187.0
532.53,74,15.0
53696.3,13343,1172.0
45747.45,6713,784.0
48029.91,6081,1069.0
25777.69,3705,385.0
16703.88,5051,825.0
16014.13,2444,158.0
90761.24,12336,1652.0
11519.93,2417,140.0
107173.66,13826,1706.0
16525.38,3899,989.0
16133.81,2136,110.0
428.5,2310,363.0
15800.5,1958,287.0
50817.37,6787,627.0
40684.02,7414,936.0
1682.98,1076,193.0
2046.81,744,52.0
4727.84,1329,261.0
2007.31,853,48.0
54153.55,10302,1254.0
13809.48,3228,977.0
15048.19,1397,236.0
11657.87,2204,309.0
2248.1,269,47.0
72258.99,13249,2678.0
5760.79,901,169.0
36280.35,7966,1163.0
72058.29,10609,1863.0
19499.36,5276,512.0
28279.73,8886,730.0
31731.26,4065,891.0
11465.46,2792,931.0
15879.95,1547,53.0
59306.57,9557,1319.0
4522.72,986,274.0
4450.72,977,258.0
3326.04,760,190.0
1107.41,227,57.0
1110.81,236,47.0
8402.19,1404,263.0
39504.56,5569,785.0
6935.32,2364,398.0
339.76,1308,12.0
5628.95,1661,52.0
12367.03,3460,310.0
53531.65,22769,2073.0
33337.04,8249,599.0
40174.03,7157,642.0
34086.97,4597,720.0
40081.67,5624,833.0
60199.19,9276,2609.0
9100.7,3109,326.0
6061.66,2005,299.0
112526.4,16095,3266.0
39272.02,6378,921.0
46063.05,8425,2243.0
15402.95,3021,399.0
2015.9,382,94.0
2053.33,388,94.0
6.24,19,4.0
94701.82,12056,2158.0
10299.96,5207,278.0
4272.7,1762,89.0
0.0,1809,136.0
3183.76,385,121.0
18474.4,2851,312.0
16853.82,4619,495.0
4223.78,2236,194.0
74534.49,11484,2050.0
18901.81,3737,645.0
33320.09,4313,584.0
5000.0,918,89.0
5000.0,703,110.0
5000.0,1932,108.0
54516.68,5402,1193.0
13696.56,2428,445.0
22866.78,3308,547.0
4626.66,906,231.0
4955.88,706,20.0
4597.0,898,200.0
26836.79,3607,568.0
18558.37,3225,493.0
4031.84,2037,154.0
2024.02,568,91.0
2063.81,395,93.0
11394.27,2292,257.0
56017.46,10476,2068.0
79291.26,187999,1543.0
19388.08,2141,241.0
8744.97,3810,296.0
5112.01,2975,364.0
3793.93,2756,137.0
3892.14,851,173.0
7122.51,1561,104.0
19625.96,3574,568.0
12943.3,2836,170.0
34405.29,9531,1389.0
5000.0,1065,173.0
2790.23,1771,131.0
67953.54,12043,1383.0
115020.36,16740,2394.0
0.0,2810,268.0
45393.92,6910,1332.0
14701.93,3101,858.0
35988.82,4496,1089.0
37559.22,8509,936.0
14408.9,2581,366.0
2021.97,224,5.0
2029.83,233,4.0
2020.9,235,1.0
2040.96,299,6.0
29792.25,4392,577.0
39405.7,9990,1073.0
77654.2,10056,1492.0
13642.75,4135,484.0
18234.37,2176,424.0
5479.38,590,47.0
4516.48,622,203.0
16757.01,2495,432.0
77787.03,12959,2103.0
3724.21,1237,264.0
3723.99,1670,264.0
1145.75,185,11.0
307.15,112,9.0
32.43,11,1.0
3762.86,1300,257.0
1622.72,685,29.0
7726.86,730,199.0
16987.33,2556,184.0
73451.07,10488,1294.0
8084.93,1500,156.0
52478.53,8291,756.0
6738.35,2192,274.0
1615.02,3941,56.0
160494.56,17327,3715.0
5000.0,640,58.0
5000.0,595,98.0
16585.54,1757,468.0
47611.83,8782,1014.0
3482.23,1028,251.0
2713.48,888,227.0
424.13,82,16.0
0.0,4702,311.0
497.06,1836,227.0
7060.8,1384,142.0
5468.73,844,174.0
25377.69,4818,687.0
16718.68,3525,647.0
2419.76,355,6.0
2400.29,374,6.0
53264.82,12961,1040.0
11316.43,2147,715.0
25940.03,5517,450.0
42449.79,9183,2510.0
96402.84,12013,1943.0
78721.1,15256,521.0
27814.78,5133,671.0
16051.03,3309,674.0
3568.48,837,336.0
6660.61,1109,151.0
14206.31,2599,501.0
62150.19,7882,799.0
65049.03,10278,1175.0
50217.85,11869,1110.0
39974.33,8261,1310.0
15095.97,1605,659.0
19918.95,2346,373.0
38318.23,8451,926.0
35126.28,5711,815.0
18392.6,6083,940.0
40640.82,5984,858.0
34920.6,6925,985.0
21594.73,5816,799.0
6320.68,2262,404.0
2021.3,578,211.0
52074.52,6661,936.0
10207.28,1850,256.0
5000.0,8487,646.0
5000.0,585,25.0
5000.0,868,69.0
39182.58,8555,861.0
51049.89,10045,1308.0
31631.44,6734,679.0
3758.54,2916,305.0
29448.6,6013,1578.0
15130.11,5464,474.0
24816.46,8086,773.0
16315.47,2121,484.0
18595.02,2189,421.0
2648.75,234,22.0
62293.02,10292,1596.0
8042.31,1975,142.0
4155.39,1152,288.0
4225.61,954,277.0
6585.53,1411,204.0
18006.44,2421,363.0
8729.47,1273,505.0
16887.56,4359,491.0
34120.02,6025,668.0
133376.42,15496,1911.0
52083.56,10707,1119.0
27505.32,3838,569.0
5869.82,810,31.0
4766.19,631,63.0
5570.79,817,236.0
33485.97,4312,643.0
9684.51,2087,516.0
97761.34,15083,1809.0
50195.43,6981,957.0
32955.86,6002,566.0
21197.77,3432,324.0
6173.03,1439,325.0
6026.09,993,36.0
6203.71,1426,320.0
52480.24,7101,763.0
53335.65,7897,1031.0
65349.42,9860,903.0
12336.97,1516,178.0
67498.05,7351,1554.0
66992.61,15435,1500.0
53104.85,6560,1745.0
43971.6,6873,983.0
19033.54,3209,758.0
18485.19,3043,398.0
9706.9,3257,320.0
2211.13,214,53.0
20755.51,889,364.0
4572.46,1018,222.0
5325.83,524,50.0
4587.0,910,219.0
5538.15,736,19.0
22721.0,3649,330.0
86260.6,15018,1814.0
41131.75,5418,568.0
69119.33,7727,1640.0
170880.3,21280,3314.0
17580.29,6591,585.0
46357.97,7202,1338.0
5706.85,1254,367.0
20941.96,2941,705.0
3868.77,2074,259.0
22084.26,6863,980.0
4382.12,1321,159.0
51099.65,9719,1368.0
58077.93,6277,1224.0
6650.32,1703,368.0
36332.61,4547,684.0
82262.2,14455,1447.0
21677.86,2529,524.0
34413.18,4860,622.0
79010.65,9758,1250.0
51882.02,16981,2089.0
29168.93,5918,1478.0
23324.61,6329,1320.0
14497.07,4415,699.0
6864.28,6545,184.0
4052.17,862,191.0
0.0,2007,162.0
2815.07,505,136.0
45438.25,6308,747.0
9211.59,2401,194.0
9917.02,2001,215.0
15756.79,4268,452.0
135281.22,19418,3210.0
34074.49,6732,741.0
80225.29,16285,1873.0
40712.81,7147,990.0
14536.48,2149,301.0
13891.43,1878,236.0
1455.45,213,21.0
1459.1,222,22.0
63266.2,8995,1089.0
166009.38,21369,2401.0
20513.01,7148,699.0
30409.77,5794,375.0
4838.14,5631,351.0
76464.35,13136,2354.0
47198.23,13315,1958.0
40961.99,8697,510.0
26311.13,5850,1580.0
95864.54,12180,2205.0
81552.64,12864,2727.0
26155.14,3970,683.0
100.09,31,4.0
664.89,459,36.0
19053.63,3745,589.0
6433.42,2506,199.0
42100.7,7748,1883.0
2335.52,502,138.0
2328.65,521,48.0
1652.7,1245,159.0
20701.53,3519,319.0
8615.08,2195,263.0
11447.02,1923,122.0
10584.37,2884,317.0
105152.04,15318,2075.0
18358.51,5371,1056.0
4156.62,748,29.0
5131.49,1419,375.0
4890.06,1380,354.0
4843.56,1438,316.0
4719.7,1435,233.0
31580.49,4965,1029.0
22378.46,3230,430.0
13776.2,2159,295.0
181.86,2527,214.0
56113.48,14116,1753.0
38987.38,8157,1303.0
12966.39,3666,306.0
51105.23,6739,900.0
62567.05,11819,3145.0
13450.06,3140,277.0
9367.62,2096,233.0
25719.75,10098,633.0
19603.13,3207,314.0
88508.34,12190,1994.0
36785.67,6014,1068.0
5644.05,1730,169.0
4532.45,1055,252.0
4558.44,1075,262.0
4542.85,1091,258.0
4495.63,1083,252.0
20018.55,1950,298.0
6496.98,2234,284.0
39484.08,11060,1346.0
18728.62,3024,727.0
112461.84,20031,2175.0
53918.6,8466,721.0
33298.26,5531,457.0
24126.41,3461,503.0
4697.16,632,47.0
5050.21,839,21.0
66941.57,13144,942.0
37352.17,5360,1195.0
14901.22,2054,319.0
986.1,272,22.0
5105.93,1460,101.0
11214.51,2427,415.0
52875.18,7322,1345.0
22206.41,5426,905.0
70453.07,9081,1206.0
30227.7,7560,1719.0
132331.8,17969,2717.0
29796.3,5309,901.0
6546.91,1030,46.0
32284.63,4828,584.0
20195.69,3637,699.0
26471.98,3208,654.0
26254.0,2910,588.0
9295.23,4366,405.0
18676.52,5385,373.0
53675.9,10868,1861.0
12102.28,2724,164.0
18957.49,1804,253.0
5152.82,1538,236.0
16.43,7,0.0
7105.05,1147,142.0
14472.27,2454,678.0
39318.51,8336,1177.0
121865.92,14659,1868.0
16836.3,1928,485.0
52018.93,8037,1325.0
20007.16,2974,394.0
15588.23,1871,491.0
7775.03,2470,205.0
16862.9,1916,456.0
14779.94,1723,277.0
23294.61,2411,431.0
83089.77,14243,2942.0
80072.78,24745,1303.0
60075.77,7847,1284.0
30062.83,5979,659.0
22037.77,3118,357.0
23956.4,2957,615.0
37218.9,5858,796.0
29801.6,4094,554.0
40313.45,9014,995.0
45815.93,5664,927.0
18354.22,5151,673.0
15740.0,1805,230.0
7341.38,899,215.0
494.99,142,1.0
7328.76,653,22.0
22465.95,3238,350.0
31674.76,8115,778.0
15737.46,2418,291.0
35075.33,4882,752.0
27537.6,5060,331.0
11621.07,3289,321.0
7441.6,1410,45.0
2014.9,417,20.0
2031.37,511,22.0
11918.52,3469,138.0
39588.07,5909,1388.0
40149.56,10033,1068.0
3493.08,3774,110.0
424.59,131,30.0
327.48,123,31.0
1043.11,197,32.0
368.2,127,31.0
3966.83,975,77.0
28260.92,4260,425.0
80765.57,12857,1347.0
30105.59,3792,589.0
11391.69,2687,887.0
11800.0,1686,30.0
11469.15,3023,884.0
35945.08,5020,500.0
100178.38,12923,3994.0
42560.41,6312,1163.0
28380.82,5697,1248.0
22796.73,3828,384.0
746.31,262,50.0
802.93,183,40.0
15088.84,3543,301.0
15012.49,1566,654.0
53328.45,11039,1231.0
343.88,1828,127.0
3397.55,854,96.0
24517.64,5000,627.0
26810.31,3632,548.0
49208.91,12248,2161.0
32646.68,9449,647.0
62841.82,12660,1822.0
0.0,3596,299.0
39444.23,9521,733.0
36122.2,7146,771.0
68876.74,5480,1220.0
0.0,3040,536.0
24062.83,3005,510.0
4404.91,400,8.0
28138.48,4082,515.0
4955.37,1442,116.0
62209.39,9190,1594.0
67940.05,10273,1263.0
20451.46,5859,780.0
12506.31,1807,222.0
2745.23,1129,182.0
21933.74,4167,351.0
54860.11,10184,1443.0
12913.24,2670,374.0
0.0,2403,309.0
27312.67,3663,622.0
139547.06,14056,4135.0
46157.2,7304,1124.0
27368.15,3468,940.0
3851.29,970,221.0
8659.03,2943,472.0
11163.01,2905,399.0
17271.11,2498,273.0
1962.64,716,114.0
11945.16,3871,300.0
24920.66,12886,1137.0
2776.55,517,147.0
12268.94,5844,410.0
72337.54,12894,1299.0
3586.42,707,167.0
58004.65,7624,1275.0
12775.2,3381,699.0
52616.98,7377,838.0
35430.74,4046,375.0
34053.29,7041,1115.0
60256.66,7904,1026.0
1916.88,1357,152.0
23312.77,3526,274.0
29647.02,4157,620.0
59471.37,9079,994.0
79932.68,11511,1792.0
24127.25,6144,985.0
4109.12,1784,200.0
11761.73,2510,842.0
57267.21,7444,948.0
64035.26,19652,1857.0
783.96,367,43.0
76.57,56,3.0
825.38,260,38.0
90204.66,11615,2122.0
98411.1,13701,1427.0
25299.0,6306,1036.0
25151.01,5693,796.0
54679.51,5722,956.0
40667.11,6285,815.0
11715.61,2588,837.0
74197.1,10131,1478.0
52602.84,8100,1263.0
15429.03,2877,336.0
27493.13,6885,1964.0
15608.54,4414,505.0
11243.13,2938,380.0
51921.42,7445,1017.0
42930.71,12948,1251.0
55127.94,10843,1954.0
1077.04,3483,324.0
17441.01,2788,251.0
14575.15,3861,356.0
38513.27,7592,887.0
23189.31,5017,915.0
74594.38,9517,1268.0
59912.43,6729,1417.0
2070.57,452,194.0
46139.55,7702,1047.0
18711.61,5347,377.0
7273.66,1285,212.0
3982.58,856,199.0
16636.43,5070,668.0
6038.29,1160,501.0
6064.04,1169,495.0
11067.73,1617,142.0
16425.08,3977,1168.0
5363.09,2060,227.0
7712.2,3000,199.0
17559.77,2702,535.0
1048.49,244,94.0
15698.93,2838,427.0
48028.89,7126,931.0
3468.37,708,63.0
31471.95,5469,554.0
47024.77,13165,2037.0
14413.87,1972,384.0
15073.57,3138,584.0
158.27,22,16.0
131.35,23,17.0
136.49,20,15.0
8019.48,1344,110.0
17366.04,3166,473.0
24739.59,3820,426.0
9221.64,1301,111.0
52562.08,7604,764.0
39296.47,6567,1321.0
101137.12,15289,1789.0
42787.1,9429,998.0
142.21,28,0.0
5245.81,1643,336.0
6128.12,1227,441.0
13552.89,3331,491.0
61895.79,7654,2289.0
118668.84,16528,2168.0
45992.7,6674,989.0
16702.33,2823,351.0
20425.35,5445,361.0
40557.31,8985,763.0
11007.96,3050,699.0
31963.65,10478,1885.0
12089.55,1919,233.0
34557.51,7701,979.0
39731.99,3669,579.0
25603.77,3659,661.0
26152.61,5562,901.0
16660.24,4335,947.0
16402.73,1868,104.0
7006.7,3560,185.0
4122.09,1094,215.0
6966.14,2015,446.0
9261.25,1733,354.0
4756.74,1289,270.0
4557.84,1277,277.0
4405.41,1282,266.0
37174.37,7469,420.0
63528.23,7722,1174.0
4566.07,1556,201.0
40899.5,7514,804.0
31905.0,6120,783.0
32275.94,7659,1037.0
17300.3,3733,482.0
56692.6,8156,1841.0
52640.5,7259,1135.0
507.73,96,17.0
25888.76,6602,752.0
23934.64,5533,787.0
6691.62,1350,161.0
82650.16,11519,1441.0
69289.32,12036,1516.0
3295.6,785,208.0
3213.19,828,233.0
4947.23,1840,289.0
11805.67,5191,417.0
12548.24,4520,399.0
463.37,2737,263.0
72069.57,11515,2194.0
5778.22,1417,178.0
7042.36,1743,216.0
78726.57,10962,1231.0
20563.73,6384,443.0
35858.29,5463,930.0
41335.4,5847,1027.0
27504.97,5149,1157.0
56260.89,9796,654.0
0.0,2563,0.0
38646.82,7378,782.0
27194.77,3407,573.0
96396.32,20982,2564.0
29952.02,5570,1184.0
8998.55,2362,199.0
31462.35,9188,496.0
49846.17,7325,633.0
58049.05,7363,904.0
32609.07,4545,673.0
40646.17,6993,979.0
12433.49,2177,294.0
5181.53,995,24.0
18017.95,3502,205.0
19655.18,3878,325.0
1521.93,258,47.0
0.8,45,4.0
1537.41,266,43.0
1575.98,264,50.0
21246.0,3539,283.0
63461.79,15328,1989.0
37214.67,5372,901.0
13421.49,962,257.0
20421.2,4905,515.0
16706.77,4644,412.0
55792.39,11364,1422.0
21304.06,3480,564.0
4639.76,884,105.0
16523.87,3282,378.0
63977.07,9885,1231.0
157046.09,22254,4006.0
547.33,2115,283.0
47770.64,8287,985.0
61320.55,9854,1590.0
31657.65,5828,919.0
44221.76,9484,793.0
9829.15,4255,298.0
52711.2,7500,2037.0
33990.46,3612,704.0
14728.52,1768,275.0
76717.48,18015,2426.0
49974.39,12321,1303.0
19455.57,3184,269.0
21086.45,7860,742.0
23611.08,5122,917.0
35218.47,4017,847.0
46217.33,6018,487.0
5564.06,957,105.0
6057.14,1541,131.0
29276.11,6260,1642.0
5937.07,1293,393.0
92223.34,12734,1411.0
51158.82,8463,1088.0
14607.78,2663,287.0
21322.26,2743,436.0
2027.14,178,3.0
1807.86,168,1.0
30065.11,4451,558.0
135441.22,16149,3429.0
27251.52,4707,801.0
19528.66,2393,356.0
35408.36,4307,475.0
30416.46,3530,552.0
11303.68,2512,768.0
30586.21,5970,554.0
9321.62,3989,521.0
0.81,159,17.0
13137.92,2799,414.0
82548.84,10388,1493.0
13376.3,3400,475.0
5625.61,1100,187.0
10981.51,2225,747.0
56127.21,7106,969.0
29409.45,6361,1440.0
29156.72,5648,1020.0
15094.15,9247,540.0
60787.8,13662,2083.0
14465.88,2248,306.0
16666.15,1979,291.0
354.54,120,19.0
17638.51,2114,300.0
38710.38,12592,1438.0
31337.76,7175,654.0
10516.55,2354,248.0
21734.03,6074,470.0
12985.31,1813,252.0
63919.83,16732,2359.0
56129.35,8407,1557.0
5564.06,2624,170.0
40467.58,6686,1672.0
28738.02,3771,891.0
36223.72,5808,1277.0
81572.24,12581,1467.0
46702.6,12454,1325.0
29854.26,9236,1764.0
24668.76,4956,451.0
21226.03,2600,419.0
649.7,89,36.0
46824.17,7187,761.0
45021.83,7436,938.0
3879.91,3938,162.0
15666.65,3568,521.0
7422.69,1180,242.0
3518.4,1578,217.0
18356.95,4251,464.0
16094.16,3062,0.0
35045.8,7330,1247.0
12606.8,4218,408.0
29192.7,4342,567.0
24187.94,5490,631.0
12397.82,1722,132.0
46627.13,5819,715.0
67249.89,5238,1015.0
28471.97,6640,1857.0
13098.04,2433,722.0
21465.77,4812,345.0
4869.0,1103,252.0
4844.3,988,242.0
9691.58,2028,441.0
1609.35,246,45.0
1609.35,547,54.0
1545.77,3475,52.0
30408.91,6819,738.0
52573.82,6609,1108.0
48943.69,5890,888.0
18273.33,6771,1509.0
64512.8,9624,2058.0
0.0,1930,216.0
27992.47,6677,1778.0
4426.96,1173,138.0
6091.82,1615,310.0
123825.74,15744,1894.0
21840.93,4150,377.0
48630.72,12741,884.0
11488.21,2752,331.0
5389.91,2661,135.0
13410.19,3124,488.0
2114.57,580,66.0
13783.05,2065,352.0
23322.94,5696,582.0
27032.53,4581,672.0
1944.03,680,205.0
1942.01,629,204.0
23333.09,4600,394.0
14112.1,3215,552.0
5656.27,832,57.0
36765.61,6880,910.0
2018.3,458,77.0
14207.41,2350,142.0
62960.0,8765,1717.0
23013.43,4616,617.0
8032.23,1219,461.0
4375.44,476,8.0
4471.23,682,10.0
4383.02,500,9.0
4839.44,1171,189.0
54438.81,11941,1366.0
19124.93,7645,421.0
84251.82,12377,2248.0
15951.94,2896,719.0
12842.57,3019,130.0
14217.49,2306,188.0
45453.21,6418,617.0
6340.54,1555,511.0
6767.91,1563,531.0
13814.68,2583,419.0
37583.58,7501,758.0
34967.9,9809,961.0
47641.96,9691,1109.0
5000.0,1353,168.0
5000.0,771,100.0
3508.34,787,64.0
68936.37,9352,1177.0
83435.46,13191,1752.0
11077.13,2714,367.0
75786.45,10832,1750.0
6959.5,1470,205.0
78673.31,10973,1159.0
22045.01,6988,790.0
53496.41,8650,962.0
20184.1,3912,399.0
4926.47,1385,224.0
4031.31,1210,299.0
9094.86,2004,180.0
59382.26,11151,1204.0
7072.15,2834,325.0
9885.56,4022,457.0
29898.83,5553,651.0
46371.33,4137,1006.0
10675.15,1305,142.0
9015.56,2170,220.0
8915.24,3160,724.0
43078.58,8892,1119.0
16665.84,2523,157.0
1998.27,173,3.0
44413.96,6687,899.0
14395.34,1952,321.0
2313.59,314,31.0
4187.33,1022,300.0
