calories,avg_heart_rate_element,vrsta_sporta
357,130.0,Biking
689,117.0,Biking
647,126.0,Biking
662,125.0,Biking
66,,Biking
1526,116.0,Biking
1535,146.0,Biking
90,116.0,Biking
82,122.0,Biking
117,171.0,Biking
222,182.0,Biking
0,171.0,Biking
229,178.0,Biking
215,177.0,Biking
1299,125.0,Biking
1358,174.0,Biking
0,,Biking
722,166.0,Biking
45,108.0,Biking
752,165.0,Biking
98,116.0,Biking
453,113.0,Biking
1038,140.0,Biking
636,114.0,Biking
1745,138.0,Biking
2111,138.0,Biking
705,176.0,Biking
1336,129.0,Biking
526,117.0,Biking
426,112.0,Biking
1774,157.0,Biking
1685,134.0,Biking
0,,Biking
217,161.0,Biking
246,160.0,Biking
245,160.0,Biking
0,137.0,Biking
91,131.0,Biking
84,129.0,Biking
106,147.0,Biking
78,157.0,Biking
52,131.0,Biking
42,138.0,Biking
52,143.0,Biking
98,149.0,Biking
84,128.0,Biking
114,144.0,Biking
17,111.0,Biking
27,116.0,Biking
22,119.0,Biking
1029,131.0,Biking
951,144.0,Biking
3180,147.0,Biking
1341,130.0,Biking
1093,135.0,Biking
1952,133.0,Biking
974,122.0,Biking
942,122.0,Biking
135,114.0,Biking
351,135.0,Biking
335,135.0,Biking
726,,Biking
1224,143.0,Biking
410,182.0,Biking
0,,Biking
278,119.0,Biking
554,117.0,Biking
730,107.0,Biking
398,122.0,Biking
561,155.0,Biking
184,119.0,Biking
253,100.0,Biking
1769,130.0,Biking
17,166.0,Biking
198,179.0,Biking
17,168.0,Biking
16,170.0,Biking
191,176.0,Biking
187,176.0,Biking
15,169.0,Biking
1172,118.0,Biking
784,128.0,Biking
1069,132.0,Biking
385,112.0,Biking
825,133.0,Biking
158,94.0,Biking
1652,134.0,Biking
140,97.0,Biking
1706,139.0,Biking
989,151.0,Biking
110,109.0,Biking
363,143.0,Biking
287,130.0,Biking
627,124.0,Biking
936,122.0,Biking
193,142.0,Biking
52,110.0,Biking
261,147.0,Biking
48,112.0,Biking
1254,111.0,Biking
977,174.0,Biking
236,127.0,Biking
309,126.0,Biking
47,125.0,Biking
2678,158.0,Biking
169,157.0,Biking
1163,129.0,Biking
1863,122.0,Biking
512,112.0,Biking
730,138.0,Biking
891,134.0,Biking
931,175.0,Biking
53,105.0,Biking
1319,123.0,Biking
274,175.0,Biking
258,171.0,Biking
190,168.0,Biking
57,167.0,Biking
47,160.0,Biking
263,124.0,Biking
785,138.0,Biking
398,136.0,Biking
12,165.0,Biking
52,108.0,Biking
310,123.0,Biking
2073,138.0,Biking
599,129.0,Biking
642,120.0,Biking
720,138.0,Biking
833,112.0,Biking
2609,155.0,Biking
326,126.0,Biking
299,137.0,Biking
3266,140.0,Biking
921,127.0,Biking
2243,128.0,Biking
399,124.0,Biking
94,181.0,Biking
94,180.0,Biking
4,163.0,Biking
2158,139.0,Biking
278,86.0,Biking
89,111.0,Biking
136,112.0,Biking
121,174.0,Biking
312,129.0,Biking
495,111.0,Biking
194,108.0,Biking
2050,126.0,Biking
645,125.0,Biking
584,126.0,Biking
89,118.0,Biking
110,134.0,Biking
108,122.0,Biking
1193,157.0,Biking
445,136.0,Biking
547,125.0,Biking
231,161.0,Biking
20,109.0,Biking
200,164.0,Biking
568,126.0,Biking
493,134.0,Biking
154,133.0,Biking
91,148.0,Biking
93,169.0,Biking
257,120.0,Biking
2068,143.0,Biking
1543,144.0,Biking
241,122.0,Biking
296,125.0,Biking
364,133.0,Biking
137,128.0,Biking
173,161.0,Biking
104,118.0,Biking
568,131.0,Biking
170,122.0,Biking
1389,119.0,Biking
173,163.0,Biking
131,161.0,Biking
1383,136.0,Biking
2394,134.0,Biking
268,101.0,Biking
1332,143.0,Biking
858,181.0,Biking
1089,158.0,Biking
936,123.0,Biking
366,123.0,Biking
5,121.0,Biking
4,118.0,Biking
1,114.0,Biking
6,120.0,Biking
577,130.0,Biking
1073,125.0,Biking
1492,138.0,Biking
484,137.0,Biking
424,125.0,Biking
47,109.0,Biking
203,162.0,Biking
432,128.0,Biking
2103,133.0,Biking
264,170.0,Biking
264,168.0,Biking
11,124.0,Biking
9,130.0,Biking
1,152.0,Biking
257,165.0,Biking
29,133.0,Biking
199,166.0,Biking
184,127.0,Biking
1294,132.0,Biking
156,107.0,Biking
756,115.0,Biking
274,135.0,Biking
56,,Biking
3715,144.0,Biking
58,112.0,Biking
98,160.0,Biking
468,150.0,Biking
1014,129.0,Biking
251,168.0,Biking
227,173.0,Biking
16,163.0,Biking
311,137.0,Biking
227,116.0,Biking
142,115.0,Biking
174,133.0,Biking
687,128.0,Biking
647,121.0,Biking
6,109.0,Biking
6,113.0,Biking
1040,127.0,Biking
715,176.0,Biking
450,117.0,Biking
2510,168.0,Biking
1943,129.0,Biking
521,82.0,Biking
671,123.0,Biking
674,127.0,Biking
336,171.0,Biking
151,122.0,Biking
501,127.0,Biking
799,118.0,Biking
1175,123.0,Biking
1110,126.0,Biking
1310,124.0,Biking
659,,Biking
373,131.0,Biking
926,134.0,Biking
815,109.0,Biking
940,129.0,Biking
858,114.0,Biking
985,119.0,Biking
799,123.0,Biking
404,117.0,Biking
211,164.0,Biking
936,126.0,Biking
256,117.0,Biking
646,127.0,Biking
25,122.0,Biking
69,127.0,Biking
861,133.0,Biking
1308,119.0,Biking
679,135.0,Biking
305,141.0,Biking
1578,175.0,Biking
474,,Biking
773,129.0,Biking
484,132.0,Biking
421,129.0,Biking
22,125.0,Biking
1596,134.0,Biking
142,89.0,Biking
288,149.0,Biking
277,169.0,Biking
204,120.0,Biking
363,113.0,Biking
505,,Biking
491,122.0,Biking
668,122.0,Biking
1911,125.0,Biking
1119,124.0,Biking
569,124.0,Biking
31,109.0,Biking
63,136.0,Biking
236,168.0,Biking
643,140.0,Biking
516,178.0,Biking
1809,131.0,Biking
957,124.0,Biking
566,124.0,Biking
324,107.0,Biking
325,166.0,Biking
36,116.0,Biking
320,167.0,Biking
763,118.0,Biking
1031,133.0,Biking
903,119.0,Biking
178,110.0,Biking
1554,138.0,Biking
1500,119.0,Biking
1745,144.0,Biking
983,134.0,Biking
758,176.0,Biking
398,115.0,Biking
320,127.0,Biking
53,154.0,Biking
364,,Biking
222,164.0,Biking
50,124.0,Biking
219,163.0,Biking
19,109.0,Biking
330,136.0,Biking
1814,131.0,Biking
568,112.0,Biking
1640,142.0,Biking
3314,139.0,Biking
585,117.0,Biking
1338,138.0,Biking
367,137.0,Biking
705,124.0,Biking
259,128.0,Biking
980,137.0,Biking
159,127.0,Biking
1368,144.0,Biking
1224,136.0,Biking
368,171.0,Biking
684,131.0,Biking
1447,142.0,Biking
524,128.0,Biking
622,129.0,Biking
1250,143.0,Biking
2089,126.0,Biking
1478,,Biking
1320,,Biking
699,155.0,Biking
184,100.0,Biking
191,177.0,Biking
162,108.0,Biking
136,178.0,Biking
747,121.0,Biking
194,111.0,Biking
215,113.0,Biking
452,114.0,Biking
3210,122.0,Biking
741,126.0,Biking
1873,131.0,Biking
990,118.0,Biking
301,127.0,Biking
236,119.0,Biking
21,116.0,Biking
22,121.0,Biking
1089,129.0,Biking
2401,129.0,Biking
699,118.0,Biking
375,107.0,Biking
351,119.0,Biking
2354,163.0,Biking
1958,143.0,Biking
510,115.0,Biking
1580,172.0,Biking
2205,142.0,Biking
2727,162.0,Biking
683,160.0,Biking
4,,Biking
36,,Biking
589,,Biking
199,107.0,Biking
1883,150.0,Biking
138,181.0,Biking
48,142.0,Biking
159,183.0,Biking
319,128.0,Biking
263,115.0,Biking
122,120.0,Biking
317,110.0,Biking
2075,129.0,Biking
1056,145.0,Biking
29,113.0,Biking
375,167.0,Biking
354,168.0,Biking
316,161.0,Biking
233,155.0,Biking
1029,141.0,Biking
430,120.0,Biking
295,118.0,Biking
214,98.0,Biking
1753,116.0,Biking
1303,130.0,Biking
306,110.0,Biking
900,114.0,Biking
3145,,Biking
277,96.0,Biking
233,118.0,Biking
633,117.0,Biking
314,110.0,Biking
1994,120.0,Biking
1068,134.0,Biking
169,106.0,Biking
252,176.0,Biking
262,178.0,Biking
258,176.0,Biking
252,175.0,Biking
298,120.0,Biking
284,131.0,Biking
1346,123.0,Biking
727,178.0,Biking
2175,134.0,Biking
721,105.0,Biking
457,121.0,Biking
503,117.0,Biking
47,116.0,Biking
21,109.0,Biking
942,111.0,Biking
1195,153.0,Biking
319,125.0,Biking
22,,Biking
101,111.0,Biking
415,129.0,Biking
1345,132.0,Biking
905,121.0,Biking
1206,122.0,Biking
1719,173.0,Biking
2717,133.0,Biking
901,138.0,Biking
46,121.0,Biking
584,146.0,Biking
699,100.0,Biking
654,127.0,Biking
588,127.0,Biking
405,134.0,Biking
373,110.0,Biking
1861,,Biking
164,101.0,Biking
253,128.0,Biking
236,133.0,Biking
0,117.0,Biking
142,115.0,Biking
678,171.0,Biking
1177,135.0,Biking
1868,130.0,Biking
485,86.0,Biking
1325,130.0,Biking
394,121.0,Biking
491,154.0,Biking
205,126.0,Biking
456,150.0,Biking
277,136.0,Biking
431,120.0,Biking
2942,161.0,Biking
1303,113.0,Biking
1284,126.0,Biking
659,132.0,Biking
357,122.0,Biking
615,135.0,Biking
796,127.0,Biking
554,129.0,Biking
995,129.0,Biking
927,137.0,Biking
673,119.0,Biking
230,121.0,Biking
215,166.0,Biking
1,107.0,Biking
22,114.0,Biking
350,140.0,Biking
778,115.0,Biking
291,119.0,Biking
752,122.0,Biking
331,106.0,Biking
321,132.0,Biking
45,109.0,Biking
20,107.0,Biking
22,112.0,Biking
138,114.0,Biking
1388,170.0,Biking
1068,119.0,Biking
110,,Biking
30,148.0,Biking
31,158.0,Biking
32,136.0,Biking
31,159.0,Biking
77,124.0,Biking
425,116.0,Biking
1347,127.0,Biking
589,127.0,Biking
887,175.0,Biking
30,120.0,Biking
884,165.0,Biking
500,121.0,Biking
3994,146.0,Biking
1163,122.0,Biking
1248,166.0,Biking
384,115.0,Biking
50,162.0,Biking
40,169.0,Biking
301,126.0,Biking
654,,Biking
1231,129.0,Biking
127,95.0,Biking
96,113.0,Biking
627,126.0,Biking
548,117.0,Biking
2161,113.0,Biking
647,125.0,Biking
1822,130.0,Biking
299,112.0,Biking
733,123.0,Biking
771,128.0,Biking
1220,162.0,Biking
536,149.0,Biking
510,126.0,Biking
8,113.0,Biking
515,139.0,Biking
116,106.0,Biking
1594,143.0,Biking
1263,121.0,Biking
780,139.0,Biking
222,105.0,Biking
182,163.0,Biking
351,116.0,Biking
1443,128.0,Biking
374,,Biking
309,109.0,Biking
622,124.0,Biking
4135,156.0,Biking
1124,128.0,Biking
940,152.0,Biking
221,164.0,Biking
472,136.0,Biking
399,121.0,Biking
273,127.0,Biking
114,166.0,Biking
300,109.0,Biking
1137,118.0,Biking
147,183.0,Biking
410,128.0,Biking
1299,122.0,Biking
167,176.0,Biking
1275,142.0,Biking
699,152.0,Biking
838,125.0,Biking
375,127.0,Biking
1115,141.0,Biking
1026,134.0,Biking
152,175.0,Biking
274,123.0,Biking
620,134.0,Biking
994,124.0,Biking
1792,144.0,Biking
985,121.0,Biking
200,116.0,Biking
842,180.0,Biking
948,126.0,Biking
1857,111.0,Biking
43,144.0,Biking
3,147.0,Biking
38,136.0,Biking
2122,137.0,Biking
1427,121.0,Biking
1036,141.0,Biking
796,139.0,Biking
956,146.0,Biking
815,138.0,Biking
837,174.0,Biking
1478,119.0,Biking
1263,134.0,Biking
336,119.0,Biking
1964,171.0,Biking
505,127.0,Biking
380,136.0,Biking
1017,119.0,Biking
1251,115.0,Biking
1954,,Biking
324,112.0,Biking
251,125.0,Biking
356,102.0,Biking
887,123.0,Biking
915,132.0,Biking
1268,117.0,Biking
1417,146.0,Biking
194,185.0,Biking
1047,147.0,Biking
377,111.0,Biking
212,138.0,Biking
199,175.0,Biking
668,120.0,Biking
501,171.0,Biking
495,172.0,Biking
142,110.0,Biking
1168,175.0,Biking
227,127.0,Biking
199,123.0,Biking
535,131.0,Biking
94,169.0,Biking
427,121.0,Biking
931,126.0,Biking
63,111.0,Biking
554,138.0,Biking
2037,117.0,Biking
384,,Biking
584,119.0,Biking
16,129.0,Biking
17,148.0,Biking
15,144.0,Biking
110,110.0,Biking
473,131.0,Biking
426,113.0,Biking
111,109.0,Biking
764,118.0,Biking
1321,151.0,Biking
1789,133.0,Biking
998,121.0,Biking
0,69.0,Biking
336,107.0,Biking
441,167.0,Biking
491,118.0,Biking
2289,,Biking
2168,127.0,Biking
989,136.0,Biking
351,120.0,Biking
361,106.0,Biking
763,112.0,Biking
699,175.0,Biking
1885,136.0,Biking
233,113.0,Biking
979,123.0,Biking
579,126.0,Biking
661,126.0,Biking
901,131.0,Biking
947,142.0,Biking
104,100.0,Biking
185,112.0,Biking
215,113.0,Biking
446,136.0,Biking
354,116.0,Biking
270,173.0,Biking
277,177.0,Biking
266,172.0,Biking
420,105.0,Biking
1174,131.0,Biking
201,127.0,Biking
804,115.0,Biking
783,131.0,Biking
1037,132.0,Biking
482,126.0,Biking
1841,148.0,Biking
1135,138.0,Biking
17,164.0,Biking
752,121.0,Biking
787,137.0,Biking
161,133.0,Biking
1441,128.0,Biking
1516,129.0,Biking
208,175.0,Biking
233,179.0,Biking
289,133.0,Biking
417,106.0,Biking
399,108.0,Biking
263,116.0,Biking
2194,153.0,Biking
178,,Biking
216,130.0,Biking
1231,132.0,Biking
443,106.0,Biking
930,134.0,Biking
1027,138.0,Biking
1157,129.0,Biking
654,109.0,Biking
0,,Biking
782,136.0,Biking
573,114.0,Biking
2564,122.0,Biking
1184,141.0,Biking
199,102.0,Biking
496,111.0,Biking
633,92.0,Biking
904,125.0,Biking
673,128.0,Biking
979,124.0,Biking
294,125.0,Biking
24,108.0,Biking
205,119.0,Biking
325,117.0,Biking
47,150.0,Biking
4,120.0,Biking
43,145.0,Biking
50,151.0,Biking
283,123.0,Biking
1989,133.0,Biking
901,130.0,Biking
257,157.0,Biking
515,124.0,Biking
412,128.0,Biking
1422,135.0,Biking
564,137.0,Biking
105,143.0,Biking
378,142.0,Biking
1231,131.0,Biking
4006,134.0,Biking
283,118.0,Biking
985,121.0,Biking
1590,124.0,Biking
919,131.0,Biking
793,106.0,Biking
298,123.0,Biking
2037,120.0,Biking
704,131.0,Biking
275,115.0,Biking
2426,134.0,Biking
1303,122.0,Biking
269,110.0,Biking
742,124.0,Biking
917,149.0,Biking
847,129.0,Biking
487,108.0,Biking
105,120.0,Biking
131,123.0,Biking
1642,173.0,Biking
393,177.0,Biking
1411,145.0,Biking
1088,107.0,Biking
287,125.0,Biking
436,113.0,Biking
3,120.0,Biking
1,108.0,Biking
558,133.0,Biking
3429,136.0,Biking
801,133.0,Biking
356,126.0,Biking
475,131.0,Biking
552,140.0,Biking
768,177.0,Biking
554,129.0,Biking
521,127.0,Biking
17,115.0,Biking
414,126.0,Biking
1493,127.0,Biking
475,134.0,Biking
187,157.0,Biking
747,175.0,Biking
969,137.0,Biking
1440,169.0,Biking
1020,133.0,Biking
540,122.0,Biking
2083,145.0,Biking
306,112.0,Biking
291,122.0,Biking
19,135.0,Biking
300,124.0,Biking
1438,145.0,Biking
654,107.0,Biking
248,106.0,Biking
470,114.0,Biking
252,116.0,Biking
2359,127.0,Biking
1557,63.0,Biking
170,116.0,Biking
1672,124.0,Biking
891,130.0,Biking
1277,138.0,Biking
1467,129.0,Biking
1325,128.0,Biking
1764,135.0,Biking
451,111.0,Biking
419,116.0,Biking
36,172.0,Biking
761,129.0,Biking
938,139.0,Biking
162,83.0,Biking
521,126.0,Biking
242,127.0,Biking
217,132.0,Biking
464,117.0,Biking
0,166.0,Biking
1247,136.0,Biking
408,116.0,Biking
567,119.0,Biking
631,125.0,Biking
132,123.0,Biking
715,127.0,Biking
1015,142.0,Biking
1857,169.0,Biking
722,178.0,Biking
345,115.0,Biking
252,174.0,Biking
242,173.0,Biking
441,166.0,Biking
45,142.0,Biking
54,140.0,Biking
52,129.0,Biking
738,125.0,Biking
1108,133.0,Biking
888,132.0,Biking
1509,170.0,Biking
2058,157.0,Biking
216,102.0,Biking
1778,,Biking
138,115.0,Biking
310,160.0,Biking
1894,133.0,Biking
377,119.0,Biking
884,111.0,Biking
331,136.0,Biking
135,144.0,Biking
488,132.0,Biking
66,141.0,Biking
352,154.0,Biking
582,117.0,Biking
672,127.0,Biking
205,174.0,Biking
204,182.0,Biking
394,124.0,Biking
552,125.0,Biking
57,116.0,Biking
910,112.0,Biking
77,152.0,Biking
142,115.0,Biking
1717,125.0,Biking
617,131.0,Biking
461,178.0,Biking
8,99.0,Biking
10,102.0,Biking
9,103.0,Biking
189,136.0,Biking
1366,116.0,Biking
421,116.0,Biking
2248,143.0,Biking
719,173.0,Biking
130,131.0,Biking
188,126.0,Biking
617,127.0,Biking
511,171.0,Biking
531,170.0,Biking
419,122.0,Biking
758,133.0,Biking
961,132.0,Biking
1109,121.0,Biking
168,122.0,Biking
100,126.0,Biking
64,120.0,Biking
1177,135.0,Biking
1752,142.0,Biking
367,137.0,Biking
1750,141.0,Biking
205,105.0,Biking
1159,136.0,Biking
790,116.0,Biking
962,125.0,Biking
399,124.0,Biking
224,135.0,Biking
299,166.0,Biking
180,134.0,Biking
1204,110.0,Biking
325,112.0,Biking
457,130.0,Biking
651,120.0,Biking
1006,146.0,Biking
142,123.0,Biking
220,112.0,Biking
724,149.0,Biking
1119,120.0,Biking
157,124.0,Biking
3,115.0,Biking
899,133.0,Biking
321,119.0,Biking
31,120.0,Biking
300,178.0,Biking
296,173.0,Biking
288,175.0,Biking
1008,108.0,Biking
1831,130.0,Biking
1495,141.0,Biking
735,130.0,Biking
217,108.0,Biking
206,128.0,Biking
280,117.0,Biking
546,119.0,Biking
496,129.0,Biking
612,124.0,Biking
525,111.0,Biking
1158,124.0,Biking
2580,142.0,Biking
108,147.0,Biking
336,180.0,Biking
315,177.0,Biking
305,172.0,Biking
536,137.0,Biking
641,123.0,Biking
438,109.0,Biking
711,114.0,Biking
1059,134.0,Biking
250,119.0,Biking
909,176.0,Biking
395,122.0,Biking
2308,123.0,Biking
63,117.0,Biking
1054,121.0,Biking
1152,97.0,Biking
1472,109.0,Biking
6388,,Biking
95,169.0,Biking
359,,Biking
698,163.0,Biking
67,112.0,Biking
753,119.0,Biking
515,135.0,Biking
2550,144.0,Biking
231,108.0,Biking
42,165.0,Biking
45,168.0,Biking
48,171.0,Biking
10,170.0,Biking
357,126.0,Biking
1677,127.0,Biking
1984,153.0,Biking
320,122.0,Biking
53,120.0,Biking
768,132.0,Biking
352,124.0,Biking
212,174.0,Biking
2526,153.0,Biking
498,121.0,Biking
617,120.0,Biking
315,122.0,Biking
254,145.0,Biking
294,141.0,Biking
242,121.0,Biking
1557,124.0,Biking
842,173.0,Biking
2661,134.0,Biking
326,118.0,Biking
248,119.0,Biking
798,172.0,Biking
103,115.0,Biking
741,133.0,Biking
177,113.0,Biking
242,121.0,Biking
431,127.0,Biking
1647,127.0,Biking
1710,,Biking
878,182.0,Biking
554,137.0,Biking
40,127.0,Biking
1006,145.0,Biking
170,173.0,Biking
173,173.0,Biking
79,172.0,Biking
57,115.0,Biking
774,141.0,Biking
584,120.0,Biking
542,127.0,Biking
173,,Biking
193,86.0,Biking
1494,173.0,Biking
1232,137.0,Biking
315,132.0,Biking
683,116.0,Biking
1554,142.0,Biking
1189,137.0,Biking
421,169.0,Biking
556,126.0,Biking
168,158.0,Biking
447,122.0,Biking
1531,133.0,Biking
2216,125.0,Biking
1937,128.0,Biking
793,,Biking
493,121.0,Biking
482,139.0,Biking
950,108.0,Biking
190,179.0,Biking
125,106.0,Biking
89,102.0,Biking
84,111.0,Biking
47,101.0,Biking
24,126.0,Biking
436,176.0,Biking
494,126.0,Biking
280,124.0,Biking
340,119.0,Biking
1472,173.0,Biking
598,140.0,Biking
308,133.0,Biking
954,126.0,Biking
84,124.0,Biking
203,116.0,Biking
422,142.0,Biking
650,129.0,Biking
943,113.0,Biking
382,122.0,Biking
819,119.0,Biking
884,123.0,Biking
1263,131.0,Biking
663,113.0,Biking
636,130.0,Biking
480,80.0,Biking
356,126.0,Biking
708,132.0,Biking
321,115.0,Biking
541,130.0,Biking
445,112.0,Biking
9,108.0,Biking
16,172.0,Biking
15,166.0,Biking
310,129.0,Biking
984,132.0,Biking
150,135.0,Biking
252,109.0,Biking
345,141.0,Biking
433,169.0,Biking
1079,141.0,Biking
189,174.0,Biking
520,108.0,Biking
753,175.0,Biking
89,106.0,Biking
435,182.0,Biking
1017,158.0,Biking
135,121.0,Biking
1520,131.0,Biking
433,137.0,Biking
1368,124.0,Biking
933,,Biking
578,117.0,Biking
424,120.0,Biking
1764,126.0,Biking
516,131.0,Biking
36,109.0,Biking
763,118.0,Biking
635,129.0,Biking
566,173.0,Biking
754,141.0,Biking
1026,123.0,Biking
848,117.0,Biking
210,102.0,Biking
1271,137.0,Biking
57,129.0,Biking
1511,120.0,Biking
1063,124.0,Biking
380,124.0,Biking
333,121.0,Biking
2117,145.0,Biking
752,111.0,Biking
1424,136.0,Biking
273,179.0,Biking
288,179.0,Biking
257,171.0,Biking
1290,128.0,Biking
269,121.0,Biking
661,174.0,Biking
294,117.0,Biking
184,133.0,Biking
16,175.0,Biking
1027,125.0,Biking
724,109.0,Biking
1158,113.0,Biking
769,139.0,Biking
132,143.0,Biking
624,131.0,Biking
1020,118.0,Biking
0,134.0,Biking
1952,166.0,Biking
232,126.0,Biking
1047,127.0,Biking
389,113.0,Biking
1192,127.0,Biking
912,142.0,Biking
217,,Biking
117,,Biking
210,148.0,Biking
122,115.0,Biking
1094,147.0,Biking
105,126.0,Biking
115,122.0,Biking
679,130.0,Biking
656,141.0,Biking
2283,111.0,Biking
1110,131.0,Biking
210,125.0,Biking
237,165.0,Biking
242,129.0,Biking
294,134.0,Biking
457,149.0,Biking
354,124.0,Biking
594,118.0,Biking
742,114.0,Biking
405,106.0,Biking
208,106.0,Biking
0,,Biking
377,123.0,Biking
712,164.0,Biking
294,116.0,Biking
93,,Biking
615,126.0,Biking
473,111.0,Biking
3,156.0,Biking
16,146.0,Biking
368,121.0,Biking
462,99.0,Biking
12,107.0,Biking
857,122.0,Biking
257,119.0,Biking
1185,128.0,Biking
112,134.0,Biking
195,148.0,Biking
83,141.0,Biking
15,122.0,Biking
1485,128.0,Biking
594,143.0,Biking
1499,127.0,Biking
1979,123.0,Biking
1682,144.0,Biking
321,129.0,Biking
201,144.0,Biking
483,111.0,Biking
32,107.0,Biking
758,171.0,Biking
929,133.0,Biking
2174,144.0,Biking
1359,116.0,Biking
0,,Biking
1038,149.0,Biking
919,114.0,Biking
1837,133.0,Biking
584,103.0,Biking
57,118.0,Biking
42,123.0,Biking
335,173.0,Biking
46,129.0,Biking
112,140.0,Biking
499,122.0,Biking
571,115.0,Biking
1020,138.0,Biking
1245,127.0,Biking
1057,111.0,Biking
2362,138.0,Biking
1220,142.0,Biking
1095,141.0,Biking
89,116.0,Biking
453,124.0,Biking
314,165.0,Biking
1199,158.0,Biking
731,141.0,Biking
903,128.0,Biking
1826,144.0,Biking
995,169.0,Biking
238,110.0,Biking
1085,119.0,Biking
1989,149.0,Biking
291,123.0,Biking
447,117.0,Biking
547,113.0,Biking
236,129.0,Biking
989,121.0,Biking
950,130.0,Biking
67,168.0,Biking
712,120.0,Biking
768,116.0,Biking
512,131.0,Biking
683,127.0,Biking
436,126.0,Biking
1168,137.0,Biking
2368,135.0,Biking
559,137.0,Biking
740,122.0,Biking
456,132.0,Biking
466,110.0,Biking
1038,119.0,Biking
725,124.0,Biking
616,109.0,Biking
752,127.0,Biking
737,130.0,Biking
210,137.0,Biking
1063,129.0,Biking
426,108.0,Biking
709,123.0,Biking
394,152.0,Biking
369,150.0,Biking
706,132.0,Biking
2499,129.0,Biking
1898,124.0,Biking
194,175.0,Biking
190,175.0,Biking
353,123.0,Biking
1163,152.0,Biking
324,116.0,Biking
36,166.0,Biking
61,130.0,Biking
41,172.0,Biking
42,174.0,Biking
42,173.0,Biking
51,136.0,Biking
42,172.0,Biking
37,176.0,Biking
382,122.0,Biking
411,108.0,Biking
1447,116.0,Biking
595,125.0,Biking
809,,Biking
633,125.0,Biking
62,143.0,Biking
8,120.0,Biking
63,145.0,Biking
5,116.0,Biking
5,120.0,Biking
63,145.0,Biking
106,116.0,Biking
73,152.0,Biking
82,115.0,Biking
72,150.0,Biking
88,117.0,Biking
441,128.0,Biking
335,128.0,Biking
8,136.0,Biking
63,134.0,Biking
29,162.0,Biking
105,124.0,Biking
114,164.0,Biking
125,119.0,Biking
405,166.0,Biking
247,128.0,Biking
375,126.0,Biking
1531,118.0,Biking
1058,120.0,Biking
617,150.0,Biking
658,127.0,Biking
1557,131.0,Biking
950,127.0,Biking
58,146.0,Biking
21,107.0,Biking
58,143.0,Biking
22,111.0,Biking
52,142.0,Biking
642,122.0,Biking
1836,,Biking
956,134.0,Biking
6,117.0,Biking
8,120.0,Biking
78,146.0,Biking
68,151.0,Biking
122,132.0,Biking
714,134.0,Biking
25,130.0,Biking
50,146.0,Biking
35,136.0,Biking
319,130.0,Biking
359,,Biking
256,,Biking
27,,Biking
254,,Biking
31,,Biking
33,,Biking
526,,Biking
5,119.0,Biking
587,,Biking
437,,Biking
21,,Biking
215,,Biking
63,,Biking
642,,Biking
133,,Biking
366,122.0,Biking
9,129.0,Biking
161,122.0,Biking
36,122.0,Biking
33,123.0,Biking
32,122.0,Biking
54,116.0,Biking
122,134.0,Biking
437,132.0,Biking
933,,Biking
285,,Biking
54,,Biking
868,,Biking
2404,119.0,Biking
2283,119.0,Biking
648,118.0,Biking
94,112.0,Biking
1310,134.0,Biking
500,126.0,Biking
408,,Biking
366,,Biking
1196,,Biking
382,116.0,Biking
367,150.0,Biking
359,150.0,Biking
494,126.0,Biking
4555,145.0,Biking
0,,Biking
0,,Biking
0,,Biking
650,127.0,Biking
278,154.0,Biking
617,132.0,Biking
316,122.0,Biking
168,150.0,Biking
178,152.0,Biking
180,154.0,Biking
146,144.0,Biking
215,126.0,Biking
689,,Biking
48,,Biking
652,126.0,Biking
615,129.0,Biking
906,,Biking
545,130.0,Biking
111,155.0,Biking
167,120.0,Biking
121,156.0,Biking
170,126.0,Biking
178,158.0,Biking
370,127.0,Biking
1374,,Biking
504,,Biking
505,127.0,Biking
0,97.0,Biking
216,145.0,Biking
225,149.0,Biking
0,124.0,Biking
0,95.0,Biking
151,135.0,Biking
400,123.0,Biking
742,,Biking
1214,109.0,Biking
1238,,Biking
373,,Biking
178,,Biking
84,,Biking
1,91.0,Biking
819,,Biking
463,,Biking
330,,Biking
93,,Biking
203,,Biking
445,,Biking
625,,Biking
1504,131.0,Biking
1893,131.0,Biking
542,155.0,Biking
0,144.0,Biking
517,125.0,Biking
224,157.0,Biking
501,129.0,Biking
742,128.0,Biking
396,,Biking
2364,,Biking
10,,Biking
631,,Biking
1147,122.0,Biking
620,130.0,Biking
40,113.0,Biking
416,128.0,Biking
827,130.0,Biking
678,148.0,Biking
233,125.0,Biking
269,156.0,Biking
199,128.0,Biking
673,157.0,Biking
706,,Biking
67,,Biking
66,,Biking
299,,Biking
230,,Biking
190,,Biking
21,,Biking
261,,Biking
1401,,Biking
157,,Biking
4,,Biking
21,,Biking
173,,Biking
5,,Biking
731,,Biking
347,133.0,Biking
1057,,Biking
93,,Biking
0,,Biking
799,122.0,Biking
67,118.0,Biking
720,135.0,Biking
757,135.0,Biking
783,141.0,Biking
741,141.0,Biking
5,,Biking
1840,136.0,Biking
715,133.0,Biking
468,133.0,Biking
167,139.0,Biking
2267,135.0,Biking
594,,Biking
389,,Biking
342,123.0,Biking
52,122.0,Biking
1720,83.0,Biking
712,119.0,Biking
287,133.0,Biking
96,122.0,Biking
124,137.0,Biking
405,131.0,Biking
1264,120.0,Biking
553,,Biking
95,,Biking
