calories,avg_heart_rate_element,vrsta_sporta
252,,Biking
403,,Biking
436,131.0,Biking
372,121.0,Biking
3643,,Biking
1,,Biking
1236,132.0,Biking
695,127.0,Biking
706,109.0,Biking
738,93.0,Biking
337,120.0,Biking
474,135.0,Biking
11,128.0,Biking
110,128.0,Biking
2399,132.0,Biking
731,138.0,Biking
188,157.0,Biking
190,158.0,Biking
178,159.0,Biking
584,143.0,Biking
1452,120.0,Biking
15,125.0,Biking
177,107.0,Biking
5,107.0,Biking
10,128.0,Biking
231,141.0,Biking
247,116.0,Biking
382,144.0,Biking
441,126.0,Biking
357,117.0,Biking
199,117.0,Biking
216,114.0,Biking
641,119.0,Biking
409,164.0,Biking
796,136.0,Biking
103,130.0,Biking
1521,140.0,Biking
436,,Biking
236,165.0,Biking
1890,129.0,Biking
726,135.0,Biking
519,133.0,Biking
52,,Biking
450,116.0,Biking
395,116.0,Biking
178,126.0,Biking
67,161.0,Biking
17,122.0,Biking
84,145.0,Biking
66,162.0,Biking
147,127.0,Biking
1589,118.0,Biking
1962,130.0,Biking
491,113.0,Biking
1785,,Biking
1456,131.0,Biking
573,134.0,Biking
88,113.0,Biking
262,94.0,Biking
273,139.0,Biking
461,129.0,Biking
684,,Biking
336,129.0,Biking
484,125.0,Biking
531,146.0,Biking
452,118.0,Biking
4774,,Biking
725,124.0,Biking
147,117.0,Biking
356,128.0,Biking
2258,,Biking
691,,Biking
353,,Biking
514,131.0,Biking
315,104.0,Biking
398,138.0,Biking
166,116.0,Biking
54,109.0,Biking
59,110.0,Biking
226,128.0,Biking
463,124.0,Biking
887,128.0,Biking
395,157.0,Biking
137,105.0,Biking
1736,142.0,Biking
538,136.0,Biking
4,,Biking
705,128.0,Biking
1726,154.0,Biking
515,131.0,Biking
606,132.0,Biking
493,133.0,Biking
699,127.0,Biking
135,,Biking
10,,Biking
94,,Biking
91,,Biking
4,102.0,Biking
2867,,Biking
456,,Biking
4131,,Biking
836,122.0,Biking
910,137.0,Biking
841,139.0,Biking
647,133.0,Biking
647,135.0,Biking
305,160.0,Biking
605,136.0,Biking
287,,Biking
43,,Biking
114,,Biking
219,,Biking
1208,123.0,Biking
205,141.0,Biking
162,143.0,Biking
3235,129.0,Biking
662,130.0,Biking
425,138.0,Biking
87,131.0,Biking
250,138.0,Biking
1838,83.0,Biking
683,,Biking
559,106.0,Biking
2882,,Biking
1173,,Biking
1422,,Biking
1071,,Biking
978,128.0,Biking
851,128.0,Biking
226,121.0,Biking
62,150.0,Biking
25,122.0,Biking
147,129.0,Biking
78,,Biking
1973,,Biking
2667,141.0,Biking
1678,134.0,Biking
822,133.0,Biking
736,153.0,Biking
263,124.0,Biking
187,146.0,Biking
331,136.0,Biking
1083,122.0,Biking
268,115.0,Biking
126,115.0,Biking
157,149.0,Biking
73,110.0,Biking
168,157.0,Biking
163,119.0,Biking
735,126.0,Biking
961,142.0,Biking
942,145.0,Biking
457,146.0,Biking
89,117.0,Biking
131,55.0,Biking
594,123.0,Biking
262,125.0,Biking
84,127.0,Biking
337,127.0,Biking
48,104.0,Biking
57,106.0,Biking
1050,141.0,Biking
56,142.0,Biking
321,129.0,Biking
747,133.0,Biking
693,128.0,Biking
170,141.0,Biking
45,,Biking
546,104.0,Biking
1092,127.0,Biking
637,140.0,Biking
1477,132.0,Biking
808,112.0,Biking
340,124.0,Biking
58,121.0,Biking
24,141.0,Biking
11,121.0,Biking
10,135.0,Biking
421,134.0,Biking
1462,127.0,Biking
310,123.0,Biking
258,136.0,Biking
1909,,Biking
515,,Biking
93,131.0,Biking
30,,Biking
54,73.0,Biking
368,131.0,Biking
211,112.0,Biking
1578,136.0,Biking
2179,136.0,Biking
153,107.0,Biking
942,,Biking
0,81.0,Biking
463,131.0,Biking
136,125.0,Biking
198,153.0,Biking
0,,Biking
445,,Biking
268,,Biking
353,,Biking
1652,137.0,Biking
558,144.0,Biking
263,132.0,Biking
190,128.0,Biking
625,140.0,Biking
287,139.0,Biking
170,145.0,Biking
1136,,Biking
656,116.0,Biking
2401,121.0,Biking
164,91.0,Biking
463,127.0,Biking
199,118.0,Biking
445,132.0,Biking
110,144.0,Biking
77,158.0,Biking
12,106.0,Biking
303,135.0,Biking
316,125.0,Biking
109,153.0,Biking
95,159.0,Biking
94,146.0,Biking
382,132.0,Biking
119,,Biking
236,,Biking
504,124.0,Biking
275,141.0,Biking
422,122.0,Biking
2190,,Biking
253,116.0,Biking
277,128.0,Biking
1582,157.0,Biking
268,117.0,Biking
154,154.0,Biking
501,129.0,Biking
79,124.0,Biking
410,133.0,Biking
114,129.0,Biking
2441,,Biking
395,128.0,Biking
1253,123.0,Biking
200,124.0,Biking
899,120.0,Biking
610,128.0,Biking
4598,,Biking
2604,131.0,Biking
321,127.0,Biking
101,144.0,Biking
110,146.0,Biking
112,149.0,Biking
278,129.0,Biking
304,130.0,Biking
457,114.0,Biking
99,139.0,Biking
904,112.0,Biking
1441,,Biking
3920,122.0,Biking
168,87.0,Biking
473,117.0,Biking
251,,Biking
717,129.0,Biking
977,137.0,Biking
783,136.0,Biking
506,160.0,Biking
1145,,Biking
836,135.0,Biking
3,122.0,Biking
247,131.0,Biking
272,135.0,Biking
563,,Biking
1475,,Biking
1859,131.0,Biking
2205,,Biking
1173,,Biking
856,114.0,Biking
75,,Biking
403,,Biking
784,,Biking
47,,Biking
217,127.0,Biking
5372,131.0,Biking
943,,Biking
289,121.0,Biking
426,139.0,Biking
436,139.0,Biking
972,145.0,Biking
821,142.0,Biking
457,126.0,Biking
211,152.0,Biking
189,152.0,Biking
146,122.0,Biking
90,145.0,Biking
63,146.0,Biking
163,125.0,Biking
445,116.0,Biking
832,,Biking
83,,Biking
2405,,Biking
941,118.0,Biking
289,121.0,Biking
1824,122.0,Biking
6642,,Biking
994,,Biking
1635,,Biking
2088,123.0,Biking
299,87.0,Biking
108,44.0,Biking
584,37.0,Biking
1463,131.0,Biking
610,,Biking
694,130.0,Biking
154,153.0,Biking
425,131.0,Biking
729,,Biking
858,,Biking
731,,Biking
1572,,Biking
163,,Biking
195,118.0,Biking
1009,152.0,Biking
671,140.0,Biking
784,136.0,Biking
2026,131.0,Biking
1578,120.0,Biking
596,125.0,Biking
547,127.0,Biking
394,120.0,Biking
121,146.0,Biking
121,144.0,Biking
127,148.0,Biking
50,104.0,Biking
1210,,Biking
787,128.0,Biking
346,,Biking
667,,Biking
161,,Biking
319,,Biking
500,,Biking
280,134.0,Biking
105,137.0,Biking
172,151.0,Biking
158,149.0,Biking
387,125.0,Biking
130,117.0,Biking
983,,Biking
605,116.0,Biking
416,121.0,Biking
479,149.0,Biking
452,147.0,Biking
468,152.0,Biking
1066,132.0,Biking
2490,,Biking
1474,130.0,Biking
890,72.0,Biking
1377,,Biking
0,97.0,Biking
901,,Biking
736,,Biking
320,,Biking
516,124.0,Biking
394,124.0,Biking
284,126.0,Biking
164,130.0,Biking
991,130.0,Biking
646,137.0,Biking
558,,Biking
2468,124.0,Biking
409,124.0,Biking
89,113.0,Biking
812,126.0,Biking
115,153.0,Biking
650,131.0,Biking
488,139.0,Biking
657,123.0,Biking
345,121.0,Biking
1206,122.0,Biking
873,141.0,Biking
887,89.0,Biking
969,,Biking
753,,Biking
252,,Biking
246,129.0,Biking
117,155.0,Biking
562,133.0,Biking
210,117.0,Biking
136,,Biking
329,120.0,Biking
4,109.0,Biking
5,113.0,Biking
11,114.0,Biking
4,115.0,Biking
398,124.0,Biking
561,131.0,Biking
920,118.0,Biking
467,124.0,Biking
15,115.0,Biking
184,121.0,Biking
447,132.0,Biking
1687,128.0,Biking
1185,116.0,Biking
759,113.0,Biking
909,,Biking
591,,Biking
463,,Biking
294,,Biking
447,,Biking
29,,Biking
1052,,Biking
2920,149.0,Biking
605,114.0,Biking
354,119.0,Biking
615,,Biking
1062,,Biking
1052,113.0,Biking
552,121.0,Biking
925,,Biking
1159,128.0,Biking
475,130.0,Biking
364,130.0,Biking
267,129.0,Biking
648,,Biking
673,131.0,Biking
838,139.0,Biking
431,123.0,Biking
705,122.0,Biking
304,,Biking
178,120.0,Biking
603,,Biking
419,130.0,Biking
225,127.0,Biking
241,137.0,Biking
537,129.0,Biking
526,119.0,Biking
405,127.0,Biking
595,,Biking
685,,Biking
894,,Biking
59,,Biking
19,,Biking
262,,Biking
359,125.0,Biking
157,128.0,Biking
312,113.0,Biking
252,,Biking
800,134.0,Biking
3676,142.0,Biking
799,,Biking
269,,Biking
289,,Biking
545,,Biking
184,,Biking
1999,127.0,Biking
204,150.0,Biking
188,152.0,Biking
80,133.0,Biking
117,126.0,Biking
289,150.0,Biking
245,145.0,Biking
280,142.0,Biking
3190,132.0,Biking
468,129.0,Biking
162,141.0,Biking
126,152.0,Biking
269,123.0,Biking
2036,122.0,Biking
804,,Biking
411,,Biking
342,,Biking
1124,,Biking
377,122.0,Biking
562,138.0,Biking
347,140.0,Biking
327,118.0,Biking
109,112.0,Biking
356,94.0,Biking
3,72.0,Biking
1488,,Biking
1579,128.0,Biking
110,119.0,Biking
698,128.0,Biking
1478,135.0,Biking
1678,,Biking
690,,Biking
838,112.0,Biking
1604,,Biking
47,121.0,Biking
336,121.0,Biking
115,144.0,Biking
63,104.0,Biking
289,115.0,Biking
663,142.0,Biking
1450,,Biking
1647,131.0,Biking
794,136.0,Biking
3108,126.0,Biking
742,130.0,Biking
138,146.0,Biking
531,129.0,Biking
542,,Biking
542,120.0,Biking
1026,137.0,Biking
4698,,Biking
1524,,Biking
403,,Biking
94,,Biking
1504,,Biking
236,112.0,Biking
564,129.0,Biking
283,127.0,Biking
237,114.0,Biking
183,122.0,Biking
1315,,Biking
2241,127.0,Biking
2348,146.0,Biking
1868,124.0,Biking
550,127.0,Biking
117,122.0,Biking
384,128.0,Biking
261,114.0,Biking
135,121.0,Biking
189,136.0,Biking
30,111.0,Biking
385,149.0,Biking
115,127.0,Biking
168,,Biking
121,,Biking
2292,,Biking
494,119.0,Biking
2195,127.0,Biking
389,161.0,Biking
331,130.0,Biking
290,,Biking
935,,Biking
2205,,Biking
27,90.0,Biking
478,112.0,Biking
622,103.0,Biking
1551,128.0,Biking
1141,,Biking
4632,,Biking
233,,Biking
636,,Biking
178,,Biking
157,,Biking
190,,Biking
130,,Biking
277,,Biking
162,,Biking
321,,Biking
477,114.0,Biking
488,136.0,Biking
503,121.0,Biking
1731,142.0,Biking
866,107.0,Biking
545,121.0,Biking
174,152.0,Biking
442,130.0,Biking
2163,118.0,Biking
736,60.0,Biking
794,130.0,Biking
621,128.0,Biking
638,133.0,Biking
105,118.0,Biking
952,150.0,Biking
712,126.0,Biking
752,129.0,Biking
145,132.0,Biking
624,133.0,Biking
142,142.0,Biking
2052,,Biking
119,,Biking
463,,Biking
336,,Biking
1426,,Biking
1063,125.0,Biking
541,119.0,Biking
270,,Biking
275,,Biking
273,,Biking
359,,Biking
647,129.0,Biking
1636,132.0,Biking
4478,,Biking
629,130.0,Biking
536,136.0,Biking
159,149.0,Biking
43,113.0,Biking
2183,,Biking
1015,,Biking
452,145.0,Biking
35,144.0,Biking
235,146.0,Biking
809,,Biking
740,,Biking
543,121.0,Biking
673,104.0,Biking
500,126.0,Biking
456,131.0,Biking
247,126.0,Biking
657,120.0,Biking
251,115.0,Biking
45,115.0,Biking
132,151.0,Biking
358,133.0,Biking
482,134.0,Biking
230,137.0,Biking
4778,,Biking
712,113.0,Biking
484,129.0,Biking
509,,Biking
426,,Biking
238,,Biking
447,,Biking
1605,128.0,Biking
1445,,Biking
804,129.0,Biking
594,147.0,Biking
521,128.0,Biking
852,,Biking
110,102.0,Biking
351,83.0,Biking
1357,131.0,Biking
1051,,Biking
127,,Biking
209,,Biking
688,126.0,Biking
695,107.0,Biking
798,128.0,Biking
327,121.0,Biking
182,,Biking
5153,,Biking
590,,Biking
467,,Biking
678,123.0,Biking
620,131.0,Biking
2073,,Biking
2221,139.0,Biking
659,136.0,Biking
154,122.0,Biking
96,112.0,Biking
630,140.0,Biking
452,,Biking
1148,128.0,Biking
1327,136.0,Biking
826,125.0,Biking
773,149.0,Biking
258,121.0,Biking
479,115.0,Biking
1210,121.0,Biking
561,,Biking
1199,,Biking
105,,Biking
610,142.0,Biking
284,,Biking
1326,,Biking
712,113.0,Biking
1078,126.0,Biking
182,119.0,Biking
205,134.0,Biking
470,132.0,Biking
112,144.0,Biking
195,141.0,Biking
754,130.0,Biking
285,112.0,Biking
248,107.0,Biking
145,110.0,Biking
764,,Biking
930,,Biking
990,131.0,Biking
209,,Biking
2205,,Biking
1822,129.0,Biking
0,,Biking
548,,Biking
1145,138.0,Biking
847,124.0,Biking
673,132.0,Biking
1493,116.0,Biking
1283,,Biking
1533,139.0,Biking
362,122.0,Biking
2582,,Biking
545,106.0,Biking
293,,Biking
1236,109.0,Biking
436,,Biking
693,126.0,Biking
806,139.0,Biking
615,132.0,Biking
1320,127.0,Biking
683,131.0,Biking
547,139.0,Biking
575,127.0,Biking
75,140.0,Biking
73,138.0,Biking
73,137.0,Biking
559,132.0,Biking
587,120.0,Biking
105,116.0,Biking
557,129.0,Biking
1422,,Biking
837,,Biking
408,130.0,Biking
1275,120.0,Biking
517,141.0,Biking
447,116.0,Biking
364,125.0,Biking
161,111.0,Biking
740,109.0,Biking
130,110.0,Biking
1247,,Biking
368,140.0,Biking
74,139.0,Biking
162,142.0,Biking
94,143.0,Biking
331,132.0,Biking
3273,,Biking
1764,129.0,Biking
2837,121.0,Biking
2541,160.0,Biking
0,138.0,Biking
2056,128.0,Biking
2341,,Biking
1653,138.0,Biking
890,,Biking
3234,,Biking
2372,123.0,Biking
1610,136.0,Biking
193,,Biking
532,,Biking
1133,132.0,Biking
900,130.0,Biking
564,,Biking
173,,Biking
143,,Biking
147,,Biking
499,,Biking
842,138.0,Biking
46,121.0,Biking
915,143.0,Biking
775,,Biking
626,,Biking
2436,137.0,Biking
1798,127.0,Biking
1420,128.0,Biking
409,131.0,Biking
289,156.0,Biking
31,120.0,Biking
117,119.0,Biking
1074,121.0,Biking
3445,127.0,Biking
245,133.0,Biking
720,132.0,Biking
525,,Biking
589,124.0,Biking
390,122.0,Biking
622,,Biking
187,,Biking
1425,139.0,Biking
2647,135.0,Biking
746,120.0,Biking
761,115.0,Biking
179,,Biking
42,,Biking
3697,,Biking
1774,131.0,Biking
810,134.0,Biking
94,121.0,Biking
378,131.0,Biking
4599,98.0,Biking
1494,129.0,Biking
691,149.0,Biking
322,,Biking
2361,132.0,Biking
932,157.0,Biking
306,124.0,Biking
610,157.0,Biking
121,102.0,Biking
1475,,Biking
715,120.0,Biking
1678,,Biking
1041,,Biking
748,134.0,Biking
430,136.0,Biking
627,131.0,Biking
537,,Biking
788,125.0,Biking
272,146.0,Biking
803,126.0,Biking
1495,118.0,Biking
1026,111.0,Biking
2198,114.0,Biking
589,114.0,Biking
1090,,Biking
3922,,Biking
1892,125.0,Biking
500,107.0,Biking
545,100.0,Biking
396,,Biking
430,121.0,Biking
2466,,Biking
473,,Biking
840,,Biking
351,,Biking
122,113.0,Biking
1133,66.0,Biking
2552,,Biking
815,134.0,Biking
684,127.0,Biking
962,127.0,Biking
804,132.0,Biking
745,119.0,Biking
340,117.0,Biking
284,120.0,Biking
1094,135.0,Biking
430,132.0,Biking
778,126.0,Biking
475,94.0,Biking
604,119.0,Biking
1012,129.0,Biking
499,131.0,Biking
931,106.0,Biking
710,126.0,Biking
1387,132.0,Biking
2409,,Biking
521,135.0,Biking
994,125.0,Biking
1256,,Biking
361,118.0,Biking
110,125.0,Biking
263,131.0,Biking
562,126.0,Biking
752,,Biking
840,,Biking
304,,Biking
472,,Biking
157,,Biking
74,,Biking
305,,Biking
1214,131.0,Biking
405,153.0,Biking
1452,138.0,Biking
815,,Biking
808,152.0,Biking
553,130.0,Biking
369,145.0,Biking
1487,120.0,Biking
1415,148.0,Biking
1466,128.0,Biking
78,124.0,Biking
494,125.0,Biking
352,147.0,Biking
154,121.0,Biking
414,157.0,Biking
594,114.0,Biking
222,123.0,Biking
779,131.0,Biking
240,118.0,Biking
720,121.0,Biking
1006,117.0,Biking
159,126.0,Biking
588,128.0,Biking
1941,136.0,Biking
341,132.0,Biking
252,128.0,Biking
331,121.0,Biking
116,144.0,Biking
412,120.0,Biking
232,115.0,Biking
583,,Biking
221,,Biking
242,,Biking
1846,129.0,Biking
2611,157.0,Biking
1559,127.0,Biking
638,119.0,Biking
605,,Biking
1284,147.0,Biking
519,,Biking
1331,,Biking
550,136.0,Biking
1763,119.0,Biking
257,126.0,Biking
78,139.0,Biking
21,87.0,Biking
56,147.0,Biking
263,120.0,Biking
1320,,Biking
2526,,Biking
1030,127.0,Biking
758,120.0,Biking
488,119.0,Biking
1696,124.0,Biking
1424,131.0,Biking
2147,121.0,Biking
796,128.0,Biking
99,126.0,Biking
752,127.0,Biking
763,132.0,Biking
348,128.0,Biking
194,137.0,Biking
3326,,Biking
822,,Biking
289,125.0,Biking
210,122.0,Biking
94,116.0,Biking
331,155.0,Biking
110,115.0,Biking
310,125.0,Biking
3131,134.0,Biking
1184,127.0,Biking
2343,136.0,Biking
1261,,Biking
1262,121.0,Biking
624,141.0,Biking
1305,,Biking
1475,114.0,Biking
678,139.0,Biking
747,134.0,Biking
174,153.0,Biking
256,134.0,Biking
519,,Biking
1536,,Biking
1357,122.0,Biking
1195,130.0,Biking
480,118.0,Biking
715,131.0,Biking
525,,Biking
459,,Biking
1251,143.0,Biking
1087,115.0,Biking
2494,146.0,Biking
531,142.0,Biking
482,135.0,Biking
257,151.0,Biking
525,128.0,Biking
384,,Biking
170,,Biking
1706,124.0,Biking
2620,98.0,Biking
463,,Biking
1005,127.0,Biking
2315,143.0,Biking
505,,Biking
147,,Biking
1461,134.0,Biking
856,135.0,Biking
799,125.0,Biking
747,126.0,Biking
3887,133.0,Biking
73,105.0,Biking
226,146.0,Biking
299,112.0,Biking
622,,Biking
329,,Biking
317,,Biking
532,128.0,Biking
1298,128.0,Biking
861,129.0,Biking
367,116.0,Biking
505,105.0,Biking
441,124.0,Biking
0,127.0,Biking
394,127.0,Biking
68,112.0,Biking
170,123.0,Biking
495,134.0,Biking
1433,,Biking
489,147.0,Biking
405,122.0,Biking
403,119.0,Biking
3447,128.0,Biking
1005,131.0,Biking
552,113.0,Biking
489,,Biking
205,117.0,Biking
2145,128.0,Biking
72,123.0,Biking
672,128.0,Biking
58,117.0,Biking
482,136.0,Biking
626,129.0,Biking
99,146.0,Biking
651,140.0,Biking
2721,,Biking
768,116.0,Biking
974,136.0,Biking
3248,138.0,Biking
882,124.0,Biking
1072,127.0,Biking
2683,137.0,Biking
564,,Biking
1420,111.0,Biking
2430,137.0,Biking
106,126.0,Biking
2137,129.0,Biking
1011,131.0,Biking
438,,Biking
838,,Biking
2180,,Biking
795,136.0,Biking
117,150.0,Biking
972,138.0,Biking
167,,Biking
1329,86.0,Biking
317,,Biking
295,123.0,Biking
15,130.0,Biking
1266,131.0,Biking
1837,136.0,Biking
1272,,Biking
75,,Biking
593,,Biking
1645,135.0,Biking
1711,136.0,Biking
1159,,Biking
674,111.0,Biking
726,121.0,Biking
3250,,Biking
2254,,Biking
816,121.0,Biking
289,112.0,Biking
110,123.0,Biking
1375,132.0,Biking
1251,120.0,Biking
342,,Biking
667,127.0,Biking
301,,Biking
2382,,Biking
663,128.0,Biking
683,131.0,Biking
183,151.0,Biking
490,,Biking
696,,Biking
3831,121.0,Biking
301,121.0,Biking
526,130.0,Biking
426,129.0,Biking
1347,119.0,Biking
694,,Biking
820,126.0,Biking
157,116.0,Biking
27,132.0,Biking
887,134.0,Biking
771,117.0,Biking
683,,Biking
1289,,Biking
545,,Biking
210,,Biking
751,102.0,Biking
447,122.0,Biking
270,137.0,Biking
5625,,Biking
791,138.0,Biking
442,152.0,Biking
1403,129.0,Biking
153,122.0,Biking
1166,127.0,Biking
1689,133.0,Biking
910,132.0,Biking
510,112.0,Biking
194,153.0,Biking
658,141.0,Biking
1226,,Biking
985,,Biking
2035,132.0,Biking
1787,,Biking
1153,,Biking
1547,130.0,Biking
1405,126.0,Biking
3503,,Biking
498,118.0,Biking
269,124.0,Biking
203,108.0,Biking
1605,139.0,Biking
888,122.0,Biking
871,125.0,Biking
1068,129.0,Biking
1501,,Biking
1495,,Biking
742,143.0,Biking
2264,124.0,Biking
666,,Biking
415,,Biking
357,142.0,Biking
408,175.0,Biking
236,138.0,Biking
536,,Biking
294,,Biking
719,132.0,Biking
831,137.0,Biking
830,143.0,Biking
241,126.0,Biking
1137,124.0,Biking
142,106.0,Biking
632,126.0,Biking
1167,120.0,Biking
268,,Biking
1452,120.0,Biking
1666,132.0,Biking
920,,Biking
273,123.0,Biking
431,128.0,Biking
1350,133.0,Biking
673,120.0,Biking
2862,,Biking
3531,126.0,Biking
3787,,Biking
705,124.0,Biking
688,125.0,Biking
667,123.0,Biking
421,125.0,Biking
430,126.0,Biking
242,128.0,Biking
2941,137.0,Biking
652,,Biking
446,126.0,Biking
52,119.0,Biking
615,131.0,Biking
3883,,Biking
973,,Biking
2420,140.0,Biking
110,,Biking
209,,Biking
548,,Biking
436,,Biking
1059,,Biking
373,128.0,Biking
251,118.0,Biking
53,106.0,Biking
417,133.0,Biking
733,,Biking
627,,Biking
605,,Biking
242,137.0,Biking
374,162.0,Biking
143,134.0,Biking
814,,Biking
0,,Biking
0,,Biking
766,128.0,Biking
3821,,Biking
962,,Biking
2587,123.0,Biking
619,148.0,Biking
1389,,Biking
631,118.0,Biking
321,119.0,Biking
224,134.0,Biking
17,,Biking
268,146.0,Biking
394,126.0,Biking
443,124.0,Biking
640,134.0,Biking
257,171.0,Biking
321,,Biking
731,122.0,Biking
330,122.0,Biking
242,131.0,Biking
209,137.0,Biking
1278,135.0,Biking
861,110.0,Biking
1733,,Biking
3,,Biking
1273,137.0,Biking
1215,128.0,Biking
580,128.0,Biking
652,147.0,Biking
100,128.0,Biking
340,150.0,Biking
894,137.0,Biking
556,157.0,Biking
379,145.0,Biking
321,154.0,Biking
140,146.0,Biking
353,111.0,Biking
166,143.0,Biking
1235,131.0,Biking
1167,,Biking
1403,128.0,Biking
1063,,Biking
687,,Biking
1093,130.0,Biking
3394,124.0,Biking
820,125.0,Biking
462,165.0,Biking
1862,143.0,Biking
1095,118.0,Biking
517,127.0,Biking
2117,135.0,Biking
1277,135.0,Biking
157,121.0,Biking
174,123.0,Biking
2183,128.0,Biking
484,158.0,Biking
694,,Biking
490,,Biking
405,,Biking
199,,Biking
1105,135.0,Biking
637,126.0,Biking
1559,117.0,Biking
457,107.0,Biking
279,116.0,Biking
233,,Biking
3773,125.0,Biking
1525,125.0,Biking
1401,130.0,Biking
280,135.0,Biking
819,149.0,Biking
853,133.0,Biking
168,131.0,Biking
246,130.0,Biking
6,116.0,Biking
99,125.0,Biking
75,119.0,Biking
66,117.0,Biking
63,117.0,Biking
79,114.0,Biking
921,145.0,Biking
977,127.0,Biking
361,123.0,Biking
5,152.0,Biking
31,130.0,Biking
5,155.0,Biking
29,131.0,Biking
4,152.0,Biking
31,132.0,Biking
4,152.0,Biking
31,136.0,Biking
99,128.0,Biking
1677,137.0,Biking
1659,155.0,Biking
1631,,Biking
1989,138.0,Biking
315,135.0,Biking
1,142.0,Biking
26,141.0,Biking
3,148.0,Biking
21,137.0,Biking
3,144.0,Biking
19,142.0,Biking
21,142.0,Biking
1,144.0,Biking
22,145.0,Biking
19,139.0,Biking
16,142.0,Biking
206,133.0,Biking
936,148.0,Biking
557,,Biking
1331,148.0,Biking
368,137.0,Biking
93,164.0,Biking
21,139.0,Biking
24,138.0,Biking
119,146.0,Biking
289,184.0,Biking
185,,Biking
166,,Biking
83,,Biking
1341,145.0,Biking
299,185.0,Biking
31,130.0,Biking
321,181.0,Biking
868,147.0,Biking
661,,Biking
337,143.0,Biking
150,184.0,Biking
47,146.0,Biking
25,145.0,Biking
405,146.0,Biking
405,138.0,Biking
33,150.0,Biking
284,144.0,Biking
779,156.0,Biking
38,177.0,Biking
17,144.0,Biking
56,164.0,Biking
426,147.0,Biking
2483,148.0,Biking
27,121.0,Biking
67,163.0,Biking
64,166.0,Biking
17,134.0,Biking
59,164.0,Biking
15,138.0,Biking
64,166.0,Biking
16,140.0,Biking
64,169.0,Biking
14,155.0,Biking
38,127.0,Biking
77,136.0,Biking
187,161.0,Biking
174,160.0,Biking
168,160.0,Biking
162,154.0,Biking
1288,148.0,Biking
0,,Biking
0,,Biking
0,,Biking
0,,Biking
0,,Biking
0,,Biking
1536,162.0,Biking
391,132.0,Biking
42,152.0,Biking
0,120.0,Biking
95,162.0,Biking
98,162.0,Biking
95,155.0,Biking
88,166.0,Biking
115,131.0,Biking
109,151.0,Biking
332,127.0,Biking
1126,142.0,Biking
975,145.0,Biking
442,,Biking
11,,Biking
14,,Biking
282,,Biking
130,,Biking
215,,Biking
437,124.0,Biking
336,187.0,Biking
147,150.0,Biking
115,151.0,Biking
108,151.0,Biking
108,150.0,Biking
96,149.0,Biking
99,150.0,Biking
177,150.0,Biking
112,151.0,Biking
387,129.0,Biking
61,173.0,Biking
25,125.0,Biking
43,169.0,Biking
15,128.0,Biking
62,177.0,Biking
22,131.0,Biking
63,171.0,Biking
30,119.0,Biking
59,172.0,Biking
56,173.0,Biking
41,124.0,Biking
382,122.0,Biking
842,135.0,Biking
1953,148.0,Biking
1077,149.0,Biking
1352,139.0,Biking
101,128.0,Biking
337,164.0,Biking
712,135.0,Biking
731,,Biking
657,134.0,Biking
710,124.0,Biking
1552,174.0,Biking
0,96.0,Biking
537,133.0,Biking
947,152.0,Biking
1332,156.0,Biking
1156,151.0,Biking
5,,Biking
2132,144.0,Biking
172,145.0,Biking
14,177.0,Biking
14,177.0,Biking
15,185.0,Biking
21,174.0,Biking
14,181.0,Biking
12,180.0,Biking
122,164.0,Biking
746,,Biking
494,154.0,Biking
759,141.0,Biking
624,139.0,Biking
36,171.0,Biking
31,143.0,Biking
20,136.0,Biking
33,166.0,Biking
20,137.0,Biking
32,165.0,Biking
20,138.0,Biking
20,135.0,Biking
27,172.0,Biking
382,138.0,Biking
558,136.0,Biking
0,137.0,Biking
1699,,Biking
2010,139.0,Biking
330,121.0,Biking
580,137.0,Biking
11,123.0,Biking
863,149.0,Biking
1422,,Biking
167,,Biking
3,,Biking
5,,Biking
395,131.0,Biking
142,176.0,Biking
257,135.0,Biking
122,173.0,Biking
637,142.0,Biking
2047,136.0,Biking
991,149.0,Biking
705,156.0,Biking
1172,143.0,Biking
1210,135.0,Biking
821,,Biking
198,,Biking
594,,Biking
442,143.0,Biking
90,153.0,Biking
568,146.0,Biking
837,135.0,Biking
1380,146.0,Biking
848,182.0,Biking
19,113.0,Biking
166,150.0,Biking
1108,,Biking
801,,Biking
975,160.0,Biking
794,167.0,Biking
1145,152.0,Biking
1810,136.0,Biking
1401,147.0,Biking
263,124.0,Biking
147,162.0,Biking
33,141.0,Biking
267,149.0,Biking
150,154.0,Biking
573,,Biking
24,140.0,Biking
53,177.0,Biking
82,153.0,Biking
0,88.0,Biking
201,129.0,Biking
210,118.0,Biking
146,160.0,Biking
72,150.0,Biking
127,163.0,Biking
141,168.0,Biking
109,158.0,Biking
95,155.0,Biking
59,179.0,Biking
1027,149.0,Biking
1615,149.0,Biking
958,132.0,Biking
926,167.0,Biking
299,142.0,Biking
24,154.0,Biking
21,151.0,Biking
29,143.0,Biking
98,138.0,Biking
20,135.0,Biking
19,136.0,Biking
19,140.0,Biking
19,133.0,Biking
48,168.0,Biking
111,145.0,Biking
56,175.0,Biking
646,141.0,Biking
82,110.0,Biking
179,150.0,Biking
177,158.0,Biking
166,152.0,Biking
1564,153.0,Biking
2231,146.0,Biking
1861,136.0,Biking
968,148.0,Biking
416,147.0,Biking
68,184.0,Biking
419,144.0,Biking
